MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       10
Iterations        100
Elapsed time (s)  8.890498
    Collision     6.497216
    Exchange      0.111123
    Streaming     2.189441
