MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       33
Iterations        100
Elapsed time (s)  4.547730
    Collision     2.452874
    Exchange      0.094936
    Streaming     1.907617
