MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       48
Iterations        100
Elapsed time (s)  4.351827
    Collision     2.271779
    Exchange      0.099249
    Streaming     1.887602
