MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       17
Iterations        100
Elapsed time (s)  6.031920
    Collision     3.911493
    Exchange      0.091366
    Streaming     1.937089
