MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       3
Iterations        100
Elapsed time (s)  27.724687
    Collision     21.388937
    Exchange      0.136127
    Streaming     6.109817
