MPI startup(): Warning: I_MPI_PMI_LIBRARY will be ignored since the hydra process manager was found
[0] 0, 0
Iteration 0/100
==== Results ====
Height            4000
Width             6000
MPI ranks         1
OMP threads       22
Iterations        100
Elapsed time (s)  5.234872
    Collision     3.129945
    Exchange      0.092864
    Streaming     1.918335
