N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
104.09   113.65   108.05   107.29   1.57   
135.93   134.22   129.96   122.88   2.13   
132.47   128.71   118.82   127.92   2.01   
133.44   130.61   127.24   127.26   2.19   
111.59   111.64   107.92   109.04   2.00   
113.65   110.03   110.70   108.70   1.67   
112.60   112.35   110.80   108.31   1.97   
112.83   139.87   110.55   108.94   1.64   
112.28   112.37   109.60   107.19   2.04   
112.98   112.69   108.39   110.20   2.01   
113.72   113.23   131.72   108.51   2.03   
112.60   115.61   107.96   113.09   1.99   
113.80   113.07   110.39   108.50   2.00   
113.23   112.05   109.19   116.90   2.04   
111.81   109.98   110.49   107.39   1.99   
112.13   111.11   110.20   123.59   1.97   
112.75   112.92   107.67   109.69   2.03   
112.75   113.80   131.43   125.91   2.00   
113.47   112.67   108.85   109.19   2.06   
113.17   113.80   108.68   128.22   2.01   
115.21   112.90   109.05   109.58   2.05   
112.20   114.54   108.59   109.35   2.01   
113.23   110.34   109.39   109.49   1.99   
113.09   112.43   114.51   108.45   2.02   
113.23   114.21   109.14   110.24   1.98   
113.30   141.34   117.71   109.83   2.06   
113.47   112.52   109.04   109.44   2.03   
137.80   111.81   121.53   108.88   2.48   
112.18   113.24   108.36   107.72   2.00   
113.80   113.88   126.30   109.80   2.03   
143.76   114.52   109.04   109.35   2.56   
138.28   111.74   123.26   108.90   2.48   
113.32   112.90   108.40   108.36   2.00   
112.75   111.03   127.66   107.92   2.00   
111.81   113.80   108.54   108.80   2.06   
110.12   113.78   108.80   109.63   1.97   
112.13   114.52   108.22   107.00   2.00   
111.35   125.88   110.40   107.28   1.98   
113.80   114.05   128.68   108.45   1.99   
113.72   129.65   110.20   108.79   2.02   
113.80   114.36   109.69   109.19   2.01   
113.40   138.17   109.54   109.04   2.02   
113.24   114.19   107.82   108.79   2.00   
117.47   112.45   107.92   108.34   2.06   
112.83   113.65   110.04   108.30   2.01   
130.51   113.15   108.21   107.48   2.29   
111.42   111.81   110.50   130.09   1.96   
132.89   113.40   109.85   108.90   2.34   
113.80   112.84   108.50   108.05   2.02   
112.28   113.63   109.10   108.40   2.01   
112.52   114.77   108.21   108.25   1.81   
113.47   112.52   109.89   109.79   2.00   
112.45   113.55   109.08   106.82   1.66   
112.67   113.30   109.64   129.59   1.98   
112.20   114.36   109.55   108.93   1.68   
112.37   112.90   110.35   108.70   1.99   
112.52   111.57   109.74   109.10   1.97   
113.07   114.77   108.84   108.51   2.01   
111.66   107.96   110.18   117.60   2.00   
113.96   113.47   110.50   109.14   2.02   
112.52   112.60   108.99   121.34   1.99   
113.47   139.26   110.85   107.92   2.02   
114.21   114.44   109.14   120.18   2.06   
111.59   109.73   105.92   129.39   1.63   
139.37   138.28   127.79   128.61   2.02   
138.28   136.15   131.23   126.45   2.06   
143.24   132.65   130.94   128.97   2.08   
135.93   137.24   128.54   106.85   2.42   
112.60   112.83   109.89   106.38   2.02   
118.61   113.72   107.77   107.81   2.12   
113.78   112.67   108.60   108.94   1.99   
132.89   113.23   108.31   108.16   2.37   
112.60   110.43   109.19   107.86   1.96   
112.13   112.35   109.99   108.45   1.96   
112.28   112.28   110.10   109.39   1.79   
113.88   112.52   109.69   108.84   2.00   
112.13   111.72   109.69   108.94   1.64   
113.96   112.84   109.69   107.13   2.02   
114.38   111.18   110.66   109.74   2.01   
112.67   111.96   108.31   110.34   1.60   
112.92   113.15   131.72   109.69   1.98   
112.11   112.77   110.20   109.68   2.00   
111.74   114.36   109.13   114.08   1.98   
112.11   111.89   111.01   108.56   1.98   
111.64   112.75   109.00   120.30   1.96   
112.05   112.83   109.24   107.78   1.99   
115.03   138.06   109.04   121.46   2.03   
112.84   111.96   108.84   108.51   2.02   
112.60   114.19   110.05   123.51   2.00   
115.27   113.96   109.35   109.69   2.06   
113.47   113.96   110.86   128.82   2.02   
112.20   112.05   109.33   109.60   1.99   
112.03   113.65   110.04   108.50   2.03   
111.98   113.30   109.89   107.96   1.99   
112.52   142.85   116.49   108.51   2.01   
114.21   113.96   107.82   109.08   2.05   
113.96   112.60   120.12   109.99   2.07   
111.11   112.92   109.58   109.10   2.01   
112.92   114.03   125.14   109.38   2.00   
113.32   114.36   130.22   107.77   2.03   
