N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
28.63   46.48   46.50   52.86   1.27   
46.00   47.64   61.00   51.90   1.93   
47.90   47.06   64.07   51.57   1.99   
48.08   48.37   63.59   51.00   2.03   
49.10   46.32   61.37   49.45   2.07   
46.79   47.52   55.92   51.41   2.01   
47.42   46.71   57.16   50.13   2.10   
48.81   47.72   60.39   52.38   2.11   
48.76   46.82   63.49   48.36   2.04   
48.68   47.62   57.83   49.48   2.08   
45.66   46.51   59.12   48.59   1.94   
48.62   48.71   52.71   46.95   2.13   
42.85   43.96   57.20   46.59   1.85   
44.99   46.19   56.34   48.89   2.06   
46.02   45.49   53.78   47.12   2.02   
46.99   46.61   59.88   48.69   2.19   
46.74   46.58   58.22   50.47   2.04   
47.10   47.27   63.11   52.21   2.01   
45.83   47.65   64.41   52.34   1.87   
48.44   47.67   65.06   52.22   2.06   
48.03   48.54   63.82   51.20   2.06   
48.60   46.92   62.65   49.03   2.13   
47.02   47.25   62.65   51.48   1.94   
47.68   47.65   57.65   51.19   1.98   
49.03   48.46   64.97   52.22   2.09   
49.38   48.21   63.84   52.77   2.10   
48.77   48.93   64.43   52.64   2.10   
47.89   48.56   61.26   52.05   2.02   
47.92   48.76   64.57   52.46   1.95   
48.47   48.87   65.59   52.23   2.05   
49.03   48.68   65.52   52.86   2.09   
49.57   48.60   65.92   52.15   2.11   
48.87   48.19   64.85   52.00   2.07   
48.35   48.41   62.29   50.50   2.08   
47.46   47.11   60.54   50.09   2.02   
44.96   46.16   60.42   49.21   1.96   
47.20   47.80   62.98   52.55   1.96   
48.79   47.42   64.50   52.29   1.97   
46.96   46.44   62.20   47.51   2.06   
44.83   45.02   55.60   49.16   1.92   
48.28   40.20   53.41   50.14   2.03   
48.02   47.24   62.26   48.17   1.96   
45.33   47.35   53.60   48.09   2.01   
42.02   47.99   55.07   41.02   1.79   
46.47   45.65   65.97   44.16   2.09   
45.73   48.03   49.78   48.81   2.05   
46.56   44.86   63.97   46.09   2.10   
44.98   46.69   50.03   49.22   1.93   
46.46   45.25   60.33   49.15   2.01   
47.31   48.43   63.76   51.98   2.27   
46.02   46.06   50.09   47.74   2.02   
44.36   47.20   54.56   48.29   1.99   
48.13   44.48   58.52   48.93   2.07   
44.17   46.74   57.25   52.29   1.89   
46.77   47.72   65.66   51.62   2.00   
46.76   48.84   64.33   52.83   1.94   
48.99   48.60   66.20   52.70   2.01   
49.63   47.72   63.93   52.64   2.12   
48.69   48.12   64.88   51.52   2.04   
48.63   48.56   63.19   48.83   2.09   
47.92   45.54   56.34   48.57   2.07   
49.28   48.59   64.29   52.46   2.05   
49.22   48.68   58.65   50.91   2.22   
44.09   46.40   59.73   47.19   2.04   
45.45   46.35   53.60   49.79   1.96   
48.60   45.78   63.73   49.73   1.97   
48.49   47.96   62.18   50.48   2.07   
48.63   48.77   57.40   51.80   2.06   
49.53   45.86   63.88   52.70   2.03   
48.75   47.69   65.31   52.54   2.00   
49.30   47.21   64.71   52.73   2.11   
48.49   48.08   64.69   52.44   2.03   
48.31   49.21   63.78   52.62   2.03   
48.90   49.02   64.48   52.49   2.12   
47.18   47.31   63.06   52.20   2.00   
49.28   48.22   66.12   52.17   2.08   
48.60   48.35   63.39   52.73   2.08   
48.76   48.17   63.64   49.65   2.15   
47.78   46.74   62.44   52.48   1.96   
49.16   48.19   64.46   52.62   2.10   
46.31   46.40   51.33   50.93   1.97   
44.17   45.74   56.54   51.60   1.96   
48.69   46.19   64.60   51.77   2.06   
48.80   48.34   65.72   52.49   2.05   
48.38   48.54   64.92   52.47   2.07   
48.49   48.95   63.46   52.91   2.05   
47.99   47.04   59.85   52.68   1.98   
49.19   48.22   62.47   47.79   2.10   
45.08   44.99   58.68   50.24   1.88   
47.77   47.59   65.06   49.30   2.03   
46.10   46.54   56.91   47.43   1.92   
47.39   48.92   57.31   50.46   1.94   
48.59   48.59   65.86   52.61   2.05   
49.07   48.90   65.13   52.65   2.09   
49.28   48.57   64.54   53.18   2.09   
49.60   48.76   64.79   53.10   2.19   
47.21   48.54   57.92   51.64   2.03   
46.87   45.13   65.26   52.07   1.91   
47.85   48.82   64.47   52.55   1.97   
49.54   48.65   64.84   52.70   2.12   
