N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
29.00   47.70   47.74   50.51   1.21   
48.72   48.19   62.93   51.47   2.10   
48.80   48.08   64.57   51.37   2.10   
48.75   47.82   64.91   51.04   2.07   
48.51   48.12   62.88   52.12   2.08   
47.81   48.57   62.73   51.60   2.02   
48.17   48.09   63.11   51.70   2.06   
48.29   47.65   64.53   51.07   2.06   
48.57   47.70   64.22   51.44   2.07   
48.19   48.23   63.11   52.22   2.07   
47.93   48.27   62.71   51.50   2.05   
48.41   48.47   63.18   49.81   1.98   
48.32   47.51   64.41   51.14   2.05   
48.65   47.79   64.40   51.30   2.08   
48.02   48.22   63.71   51.59   2.05   
48.57   48.05   62.89   51.76   2.08   
48.74   48.40   62.99   51.46   2.07   
48.11   47.90   63.01   51.35   2.04   
46.99   47.90   60.19   48.09   2.10   
48.40   45.75   59.54   47.27   2.09   
46.50   47.79   53.03   51.16   1.94   
46.88   47.06   61.55   45.64   2.00   
48.25   43.95   59.72   46.44   1.99   
43.31   44.30   50.64   44.34   1.98   
43.43   44.19   51.58   44.10   1.89   
40.81   43.69   47.85   48.77   1.90   
45.37   42.34   55.17   44.58   2.10   
42.88   44.20   50.13   45.62   1.89   
44.20   44.89   53.64   46.92   1.97   
46.21   45.50   54.02   48.40   2.02   
45.86   45.64   54.37   46.47   1.97   
46.58   45.10   52.56   49.11   2.01   
44.78   45.86   53.58   47.73   2.08   
46.02   43.86   53.61   46.54   2.14   
42.89   45.11   51.41   48.55   1.99   
46.32   42.93   57.12   47.58   2.05   
45.76   46.10   59.79   48.63   1.99   
46.29   44.75   57.10   46.39   2.03   
44.09   45.65   57.79   50.37   1.99   
46.38   47.98   54.00   48.23   1.99   
47.50   47.89   55.55   50.00   2.19   
47.34   45.07   63.22   46.94   2.07   
45.75   45.95   54.92   47.41   2.17   
46.67   45.37   57.16   43.39   2.07   
43.98   45.36   53.79   49.02   2.07   
46.28   43.46   56.88   47.11   2.05   
43.47   44.86   53.30   47.28   2.06   
47.34   45.05   55.94   45.24   2.06   
45.12   46.23   53.95   47.51   2.00   
45.16   44.62   53.80   46.84   2.17   
45.45   46.23   57.86   49.27   1.96   
47.17   46.36   61.56   49.80   2.07   
47.01   46.12   63.24   51.99   1.92   
48.11   48.15   63.27   51.98   1.97   
48.66   48.70   62.60   51.75   2.07   
48.56   48.08   63.08   50.01   2.10   
48.72   47.20   62.62   50.42   2.07   
47.55   47.86   62.88   51.96   2.04   
48.21   48.66   58.54   51.34   2.11   
47.89   47.89   61.82   50.38   2.01   
46.82   45.69   63.90   48.35   2.04   
47.55   47.24   60.91   51.35   2.07   
45.16   47.16   61.87   50.49   1.89   
48.74   48.19   56.18   47.43   2.22   
48.06   45.07   58.87   48.75   2.08   
45.47   48.53   57.37   51.23   2.03   
48.68   48.10   62.96   51.49   2.09   
49.02   47.46   64.95   51.46   2.09   
49.02   47.84   64.83   51.49   2.09   
48.35   48.46   62.88   52.06   2.07   
48.59   47.45   53.19   48.15   1.99   
46.94   45.13   55.24   48.68   2.11   
48.81   46.67   61.32   48.97   2.04   
47.80   47.88   60.59   50.87   1.97   
48.19   48.05   63.49   50.81   2.02   
45.99   42.86   64.36   47.69   1.96   
47.69   45.92   51.40   48.41   1.95   
45.61   47.24   61.46   48.36   1.93   
45.21   46.96   55.50   46.31   1.93   
46.99   46.98   59.13   49.39   1.94   
46.66   45.73   57.61   48.37   2.10   
47.53   44.84   63.41   46.63   1.99   
46.10   46.63   59.19   50.58   1.88   
48.51   47.81   63.47   51.15   1.98   
47.89   48.66   62.63   51.67   2.03   
48.44   48.41   63.93   51.97   2.09   
49.05   47.89   64.54   51.64   2.11   
48.90   47.00   62.65   50.57   2.08   
48.57   48.03   63.19   50.51   1.99   
47.39   45.19   59.10   48.46   1.99   
46.58   46.70   59.84   49.16   1.97   
48.91   47.90   54.96   50.61   2.02   
48.01   46.82   59.49   51.32   2.02   
47.10   46.39   63.04   50.13   2.13   
48.49   47.34   55.43   50.05   2.13   
47.59   47.49   60.31   50.86   1.94   
48.47   48.17   60.85   51.37   1.99   
46.64   44.96   61.92   49.71   1.99   
49.11   47.42   64.76   50.44   2.14   
47.46   46.23   61.66   50.88   1.99   
