N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
27.69   47.81   46.19   48.31   1.13   
47.76   45.33   53.78   46.93   2.10   
47.70   47.31   56.15   50.82   1.99   
47.69   47.90   58.14   49.92   2.10   
46.36   47.17   62.60   49.50   1.96   
47.98   47.52   61.21   43.70   2.15   
46.94   43.63   51.93   47.18   2.09   
35.17   45.81   50.47   48.06   1.46   
47.36   47.75   63.06   51.71   1.95   
47.38   45.79   53.78   48.93   2.01   
44.61   48.06   57.39   40.16   2.01   
46.84   46.62   54.71   49.44   2.01   
45.45   47.73   61.32   50.20   1.93   
47.81   47.02   55.67   50.65   2.05   
47.73   46.89   63.01   51.46   1.96   
48.05   48.21   62.99   52.41   1.98   
48.78   48.55   63.47   51.72   1.99   
48.41   48.13   63.90   51.23   1.96   
47.75   48.23   62.94   48.65   2.14   
46.77   45.69   58.58   48.26   1.94   
46.74   47.10   62.63   49.45   1.94   
46.65   48.50   63.34   50.29   1.99   
48.27   47.11   63.59   51.46   2.00   
46.70   45.64   63.44   48.13   1.94   
48.37   47.53   54.89   45.69   2.15   
46.03   44.79   60.35   51.30   1.90   
48.43   46.42   61.08   46.89   2.07   
46.48   46.59   52.57   46.93   2.04   
47.10   48.06   55.61   51.17   2.02   
48.44   45.86   61.94   51.35   2.02   
45.66   45.70   61.98   49.80   1.94   
46.39   46.84   51.78   48.43   2.03   
48.45   45.92   58.04   46.29   2.10   
45.80   48.01   56.35   51.09   1.96   
47.41   47.79   56.67   49.09   2.05   
48.59   45.08   63.06   47.56   2.07   
45.92   43.65   57.74   47.26   1.91   
46.29   46.66   58.59   51.01   1.89   
48.03   48.45   64.94   51.57   2.04   
48.32   48.27   64.24   52.01   2.08   
49.19   48.22   63.44   52.23   2.10   
48.80   47.28   52.49   51.64   1.98   
48.82   48.37   63.39   51.58   2.06   
48.64   48.27   64.76   51.75   2.08   
48.91   47.56   64.29   51.18   2.09   
49.21   46.92   63.66   51.80   2.11   
45.08   46.00   51.49   47.78   2.01   
47.21   42.04   57.69   48.72   2.04   
44.96   47.28   57.65   51.30   1.86   
48.65   46.89   63.51   50.97   1.97   
47.61   48.55   64.07   51.68   1.95   
48.17   48.45   64.73   52.03   1.99   
49.17   48.09   62.16   49.53   2.06   
47.85   47.14   61.57   50.58   2.01   
44.04   48.27   62.79   51.49   1.84   
44.68   46.11   56.78   48.46   1.91   
46.29   46.18   46.20   47.15   2.00   
47.46   46.63   57.44   48.48   2.14   
43.61   46.00   50.26   47.81   1.96   
44.62   44.09   54.31   44.65   1.94   
45.52   46.38   52.11   47.38   1.97   
45.90   45.95   56.98   47.19   1.94   
45.47   47.42   57.51   50.60   1.89   
44.16   42.99   57.93   47.66   1.96   
45.40   47.14   62.45   47.10   2.07   
46.80   44.57   61.98   46.08   2.00   
45.62   46.53   53.93   48.39   1.90   
48.29   47.65   63.59   49.11   1.98   
48.12   46.24   58.48   51.22   1.99   
48.76   47.90   63.59   52.24   2.01   
47.88   48.47   53.11   47.20   2.03   
45.60   42.06   55.56   48.54   2.08   
46.27   45.49   56.02   49.35   2.02   
46.12   48.21   61.87   50.41   2.01   
48.50   47.62   64.15   49.96   1.99   
48.82   48.12   62.71   51.00   2.02   
44.09   45.02   57.18   49.58   1.90   
45.85   45.44   60.03   50.84   1.93   
47.00   48.28   63.88   51.40   1.95   
47.28   45.22   63.08   52.05   1.96   
48.86   48.21   63.53   51.72   1.99   
48.71   48.50   63.68   51.29   1.97   
48.74   48.06   63.54   51.60   1.98   
48.03   48.41   64.88   51.94   2.01   
46.50   45.78   64.95   48.85   1.99   
48.34   45.98   62.94   50.00   1.96   
48.63   48.16   63.86   51.22   1.97   
47.93   48.72   63.37   51.89   1.95   
48.23   48.56   63.53   51.67   1.99   
48.95   48.25   64.46   51.84   2.02   
49.06   47.58   64.95   51.57   2.01   
49.01   48.03   63.97   51.89   2.00   
48.34   48.23   63.58   51.62   1.96   
48.30   48.88   63.12   51.97   1.99   
48.72   48.59   63.11   51.83   1.99   
48.84   47.89   64.64   51.18   2.00   
49.02   47.57   65.13   51.31   2.00   
49.02   47.83   64.34   51.88   2.01   
48.80   48.41   63.32   52.42   2.00   
48.25   48.28   63.09   51.95   1.97   
