N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
46.39   46.03   63.95   51.35   1.88   
48.99   48.80   64.86   52.06   1.98   
49.03   48.81   65.04   51.95   1.98   
49.10   48.78   64.43   51.98   2.06   
49.20   48.57   64.05   52.24   2.03   
49.02   48.44   64.81   52.05   2.04   
49.23   48.50   64.86   52.15   2.09   
48.63   48.53   64.97   52.17   2.04   
48.76   48.77   64.95   52.28   2.06   
49.23   48.65   64.95   52.31   2.08   
49.19   48.69   63.54   52.28   2.09   
49.19   48.74   64.71   51.94   2.07   
49.20   48.81   64.92   51.70   2.07   
49.10   48.75   64.26   52.16   2.06   
49.03   48.72   64.10   52.28   2.06   
49.19   48.59   64.28   52.27   2.07   
48.97   48.43   65.10   52.00   2.06   
49.17   48.46   64.83   52.37   2.10   
48.90   48.59   64.81   52.40   2.06   
48.78   48.80   64.99   52.15   2.06   
49.17   48.60   64.94   52.25   2.08   
49.23   48.32   64.00   52.05   2.07   
49.26   48.70   64.85   51.98   2.08   
49.23   48.78   64.85   51.96   2.08   
49.08   48.77   64.43   52.11   2.06   
48.86   48.37   64.41   52.16   2.06   
48.63   48.29   64.96   52.06   2.05   
48.90   48.34   64.81   52.13   2.06   
49.20   48.43   64.81   52.14   2.07   
48.84   48.77   64.79   52.21   2.05   
48.81   48.78   64.94   52.13   2.06   
49.14   48.76   65.02   52.16   2.09   
48.99   48.16   63.80   51.78   2.06   
49.11   48.65   64.97   52.05   2.07   
49.23   48.06   64.92   51.95   2.07   
49.19   48.31   64.27   52.11   2.07   
49.06   48.69   64.36   52.31   2.07   
49.17   48.47   65.01   52.23   2.07   
48.91   48.34   64.46   52.24   2.06   
48.90   48.78   64.38   52.29   2.06   
48.88   48.80   64.48   52.21   2.07   
49.16   48.78   64.85   52.32   2.08   
48.81   48.60   64.99   51.93   2.07   
49.19   48.60   64.76   51.64   2.07   
49.23   48.40   64.62   52.04   2.07   
49.15   48.74   63.48   52.24   2.07   
48.84   48.72   63.90   52.21   2.05   
49.10   48.74   64.22   52.24   2.06   
49.07   48.39   64.95   52.23   2.06   
49.01   48.38   64.66   52.13   2.06   
48.51   48.68   65.01   52.32   2.04   
48.88   48.80   64.90   52.31   2.07   
49.20   48.56   64.80   52.25   2.08   
49.05   48.78   64.95   51.65   2.06   
49.11   48.74   64.97   51.57   2.06   
49.16   46.99   64.97   51.98   2.07   
49.20   48.72   64.36   52.21   2.07   
48.97   48.80   64.20   52.27   2.07   
49.23   48.45   64.89   52.22   2.07   
49.03   48.37   65.08   51.51   2.06   
48.19   48.65   64.67   51.90   2.02   
48.87   48.59   65.04   51.81   2.07   
49.14   48.74   64.85   52.21   2.08   
49.15   48.72   64.73   52.30   2.08   
49.05   48.44   65.02   51.72   2.08   
48.75   46.98   63.04   50.73   2.06   
48.95   48.69   64.43   52.25   2.06   
49.20   48.74   64.07   52.25   2.09   
49.19   48.77   64.36   52.23   2.07   
49.22   48.43   64.60   52.36   2.07   
49.12   48.47   65.02   52.20   2.08   
48.77   48.82   64.17   52.18   2.05   
48.88   48.68   65.04   52.14   2.07   
49.19   48.63   65.04   52.36   2.08   
48.72   48.72   64.79   52.03   2.06   
48.97   48.75   64.92   51.97   2.06   
48.75   48.83   65.06   51.50   2.05   
49.06   48.74   64.31   52.22   2.06   
49.21   48.24   63.98   52.25   2.07   
49.23   48.46   65.02   52.23   2.07   
49.20   48.51   64.88   52.33   2.09   
49.19   48.52   64.97   52.27   2.08   
48.57   48.80   64.78   52.13   2.04   
48.87   48.66   65.04   52.25   2.07   
49.20   48.60   64.79   52.11   2.09   
49.16   48.57   64.64   51.89   2.15   
45.57   43.82   54.53   49.27   2.10   
43.53   44.15   64.10   51.12   1.86   
48.91   48.59   63.99   51.49   2.07   
47.38   47.42   62.47   52.31   1.99   
48.81   48.74   64.95   52.17   2.05   
48.84   48.68   64.74   52.25   2.06   
49.25   48.27   64.76   51.89   2.09   
49.21   48.44   64.62   51.98   2.07   
49.20   48.81   64.72   52.07   2.07   
49.11   48.76   64.95   51.93   2.06   
48.69   48.76   64.33   52.28   2.05   
49.17   48.71   64.36   52.29   2.08   
49.20   48.77   64.33   51.95   2.07   
49.21   48.50   64.85   52.14   2.07   
