N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
24.93   47.86   43.11   49.27   1.10   
48.06   48.22   60.09   46.74   2.10   
47.88   45.70   58.48   45.41   2.18   
46.88   43.88   55.15   47.19   2.06   
45.17   46.56   54.10   49.79   1.97   
48.30   43.82   59.70   47.99   2.08   
43.88   48.19   61.19   51.15   1.78   
48.60   47.46   61.57   50.54   2.01   
46.96   48.13   59.84   49.98   1.97   
48.59   45.90   62.60   50.24   2.01   
47.70   46.98   62.57   49.57   2.05   
46.18   47.85   59.90   49.90   2.00   
46.71   46.51   60.03   48.51   2.00   
47.42   45.47   61.71   47.85   2.04   
44.66   47.92   59.43   49.38   1.87   
48.47   44.99   61.46   47.36   2.01   
48.22   46.95   61.43   50.83   2.05   
46.58   45.37   58.88   47.34   1.94   
47.29   47.62   62.53   51.09   1.96   
46.98   47.89   62.96   49.59   1.97   
46.70   45.30   57.12   46.91   1.95   
45.40   46.99   54.48   50.00   2.01   
47.27   47.55   61.44   48.07   1.98   
46.79   46.59   59.03   49.53   1.97   
46.29   47.13   60.21   50.56   2.01   
43.13   46.27   58.59   47.64   1.92   
47.14   47.37   57.17   50.70   2.02   
48.68   47.77   62.35   46.33   2.05   
46.61   46.62   47.51   46.68   2.10   
46.39   45.69   57.94   46.54   1.91   
46.16   46.19   56.42   48.74   2.03   
48.35   46.16   63.58   48.74   2.05   
47.16   48.06   61.78   51.44   1.98   
48.78   48.60   62.00   50.75   1.99   
48.69   48.28   63.31   50.75   2.04   
48.31   48.17   63.97   51.36   1.98   
48.65   48.12   62.05   47.07   2.14   
45.74   46.94   61.52   51.51   1.87   
47.79   48.05   63.16   50.93   1.94   
48.48   48.02   63.46   50.86   1.99   
48.46   47.28   64.36   50.70   2.02   
47.76   48.02   62.28   50.98   2.02   
46.85   46.95   62.99   50.62   1.90   
48.50   48.51   63.08   51.03   1.97   
48.18   48.28   62.76   51.17   1.98   
48.21   48.17   62.76   51.46   1.99   
46.20   46.83   63.41   51.00   2.03   
45.99   47.79   62.73   51.04   1.87   
48.11   48.09   62.81   50.76   1.97   
48.35   47.53   62.83   50.46   1.98   
47.51   48.21   63.42   51.36   2.06   
46.91   45.39   60.88   49.04   1.92   
45.76   47.21   60.33   49.70   1.86   
48.09   48.40   61.78   51.53   1.98   
48.32   46.58   58.39   48.03   2.03   
47.79   46.24   62.60   51.10   1.96   
49.05   47.80   63.04   51.17   2.00   
48.15   48.24   62.96   50.96   1.98   
47.85   48.31   61.35   51.25   2.00   
48.55   47.42   64.52   50.79   1.99   
48.95   47.46   64.52   51.45   2.00   
48.88   48.05   62.16   51.87   2.00   
48.28   48.38   63.02   51.23   1.97   
48.16   48.17   61.32   49.87   1.99   
48.59   47.92   63.33   50.92   1.98   
48.53   47.81   64.43   50.91   1.98   
48.30   47.79   64.31   50.34   1.98   
47.77   48.19   62.02   51.38   1.99   
48.15   48.43   62.55   51.36   2.00   
48.60   47.07   63.34   50.80   1.99   
48.53   48.05   63.90   49.90   2.07   
48.56   46.55   62.70   49.33   2.15   
48.87   47.11   62.16   51.95   2.02   
48.45   47.81   62.81   50.92   1.97   
48.25   47.99   62.84   51.10   1.97   
47.85   47.48   64.14   50.89   1.96   
47.17   48.27   62.80   51.29   1.95   
48.69   47.79   63.08   51.88   2.01   
48.99   47.36   63.39   51.45   1.99   
48.69   47.05   54.52   48.64   2.09   
47.92   46.32   63.27   51.10   2.00   
49.12   46.82   53.15   50.47   2.08   
48.05   45.26   56.51   48.24   2.02   
47.59   48.39   62.60   51.31   1.95   
47.85   47.98   63.85   50.41   1.98   
48.83   47.65   62.80   51.11   2.03   
48.46   47.14   63.19   50.84   1.97   
48.05   48.21   62.89   50.77   1.96   
47.98   48.60   62.50   51.62   1.98   
48.56   47.43   63.93   50.62   2.01   
47.85   47.76   64.39   51.09   2.13   
48.23   47.14   63.18   51.49   2.00   
47.90   48.55   62.21   51.13   1.96   
47.81   48.25   62.63   51.01   1.96   
48.22   48.09   63.16   51.31   2.00   
48.87   47.61   64.57   50.17   2.00   
48.75   47.30   63.31   51.66   2.00   
48.88   48.19   63.18   50.04   2.04   
47.62   47.42   62.63   48.95   2.01   
46.27   47.71   63.46   50.90   1.89   
