N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
37.62   48.45   54.95   51.05   1.60   
48.74   47.83   63.57   51.42   2.00   
48.62   48.19   63.27   51.45   2.00   
49.03   48.23   62.15   51.89   2.01   
48.41   48.34   62.00   51.29   1.99   
48.28   47.98   63.44   51.21   1.96   
48.44   47.79   63.12   51.07   1.99   
48.21   48.15   64.31   51.70   1.98   
48.72   48.10   63.58   51.18   2.10   
49.06   48.25   62.83   51.83   2.11   
48.72   48.16   63.54   50.82   2.06   
48.47   48.39   62.99   51.16   2.04   
48.19   48.35   63.80   51.53   2.05   
48.44   47.89   63.74   51.61   2.08   
49.15   47.26   63.41   51.94   2.12   
48.47   47.72   63.01   51.51   2.07   
48.69   48.70   49.02   51.41   2.09   
48.71   48.35   55.27   51.30   2.10   
48.88   47.89   63.61   51.30   2.08   
48.77   48.23   63.37   48.03   2.11   
48.25   46.51   56.36   51.27   2.04   
48.53   48.15   63.64   51.67   2.08   
49.06   47.48   64.38   50.91   2.09   
48.70   47.79   62.88   51.60   2.08   
48.06   48.59   62.82   51.11   2.08   
48.56   48.41   62.47   51.22   2.07   
48.34   47.61   64.29   51.14   2.06   
48.97   47.82   64.45   50.92   2.09   
48.29   48.38   62.99   51.60   2.06   
47.57   47.73   62.89   51.41   1.96   
48.72   48.34   62.84   51.46   2.00   
48.77   47.73   64.15   51.35   2.00   
48.87   47.82   64.41   51.41   2.00   
48.22   48.31   64.43   51.27   1.98   
48.51   48.31   62.84   52.05   2.10   
48.74   48.53   62.76   51.41   2.01   
48.74   48.08   63.43   50.98   1.98   
48.53   47.87   63.23   51.34   1.99   
48.75   48.05   63.85   51.71   2.00   
48.47   48.29   63.33   51.42   1.99   
48.88   48.28   62.93   51.97   2.02   
48.72   47.86   63.34   51.01   1.98   
48.66   48.37   63.41   51.31   1.98   
48.13   48.66   63.47   51.52   1.95   
48.68   48.28   61.27   24.70   9.15   
18.13   47.99   49.40   47.85   0.74   
48.99   44.84   61.07   48.60   2.00   
48.38   47.92   63.37   51.19   1.97   
48.50   48.32   63.36   51.15   2.02   
48.37   48.24   63.31   51.77   2.00   
46.20   47.02   57.99   49.32   1.99   
47.77   38.43   58.81   49.32   2.12   
46.62   45.38   61.82   51.47   1.93   
48.99   47.64   64.20   51.43   2.12   
49.17   47.46   63.31   51.36   2.10   
47.79   48.13   62.02   50.72   2.10   
46.19   43.72   52.83   46.02   2.00   
47.31   44.70   61.75   47.93   1.98   
44.67   47.37   57.86   51.49   1.86   
45.01   43.80   54.52   48.39   2.08   
46.06   44.79   53.54   47.74   2.02   
45.57   45.53   54.47   47.50   2.07   
47.38   47.11   55.76   48.88   2.03   
44.93   44.03   32.75   43.86   2.04   
42.74   46.80   52.66   46.34   1.93   
44.93   44.17   52.53   45.87   2.06   
43.95   44.63   57.31   46.54   1.95   
47.04   43.10   57.46   48.71   1.98   
46.66   47.42   62.00   49.78   1.95   
45.07   46.55   55.05   50.86   1.94   
47.57   47.65   62.66   49.53   2.09   
48.21   45.57   51.73   46.49   2.19   
44.05   45.06   60.71   49.46   1.97   
45.17   47.34   60.18   50.77   1.89   
47.17   45.57   59.79   47.48   1.94   
46.77   46.89   63.02   48.72   2.01   
47.48   46.40   56.22   51.48   2.04   
47.79   44.02   58.95   49.91   2.03   
47.11   47.14   63.56   51.36   1.96   
47.98   46.70   58.17   50.50   1.97   
48.71   47.41   61.13   51.44   2.05   
47.95   47.50   58.68   47.53   2.01   
44.43   44.71   55.12   46.85   1.96   
48.48   47.23   58.21   51.25   2.11   
47.77   48.63   61.21   50.01   1.99   
47.99   47.90   63.04   51.45   2.07   
48.96   46.81   64.71   49.73   2.10   
48.82   47.95   63.29   51.75   2.09   
48.68   48.15   61.32   50.66   2.10   
46.51   47.77   61.22   51.33   1.92   
45.91   47.00   63.97   49.60   1.89   
46.85   47.34   63.99   50.94   1.92   
48.65   46.35   62.35   51.78   2.10   
47.53   47.99   62.19   51.52   2.00   
48.65   48.62   60.19   51.60   2.02   
48.69   47.63   63.29   51.06   2.09   
48.84   46.99   55.02   48.09   2.14   
47.45   48.25   52.73   48.09   2.01   
46.79   45.21   55.65   47.11   2.21   
45.57   46.26   56.02   50.61   2.01   
