N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
34.78   47.59   54.07   50.82   1.43   
48.69   48.23   62.76   51.88   2.01   
48.35   47.41   62.81   51.73   2.05   
48.41   47.83   62.55   50.81   2.06   
48.43   48.30   64.27   51.66   2.07   
48.81   48.09   64.53   49.56   1.99   
47.66   44.64   56.83   48.07   2.17   
45.76   47.73   59.69   51.30   1.92   
47.90   46.79   54.67   46.65   2.04   
48.69   47.68   61.97   50.12   2.03   
47.43   46.65   56.07   48.71   2.03   
47.81   47.82   62.16   51.62   2.04   
47.62   46.79   64.22   50.35   2.04   
46.73   47.75   63.12   51.96   1.98   
48.75   47.86   60.09   48.53   2.17   
46.88   45.26   56.50   50.53   2.08   
48.91   45.57   63.02   48.97   2.02   
48.57   47.86   63.46   49.52   2.06   
47.98   48.32   61.35   50.85   2.11   
46.34   45.38   62.94   49.88   1.97   
48.80   48.06   64.19   51.66   2.10   
48.77   47.61   58.95   51.70   2.00   
44.92   46.46   59.31   48.83   1.96   
45.47   43.41   58.92   45.62   1.96   
48.02   45.61   53.66   48.15   1.95   
48.62   45.65   55.24   47.36   2.18   
47.29   44.92   57.94   48.92   2.08   
47.75   45.44   60.51   51.14   1.98   
46.23   48.31   59.13   51.31   1.94   
47.14   47.46   63.63   49.26   1.98   
48.78   48.09   64.60   51.50   2.14   
47.68   46.91   58.58   49.15   2.01   
47.11   44.43   53.01   47.03   2.11   
48.78   45.27   56.99   51.88   2.05   
49.12   47.91   63.27   51.63   2.11   
47.92   47.38   64.62   51.30   2.03   
48.08   48.62   63.34   52.14   2.08   
48.93   48.34   63.31   52.08   2.06   
49.01   47.86   64.86   51.41   2.06   
48.29   48.24   64.76   51.86   2.06   
48.57   48.75   64.48   52.11   2.09   
48.29   48.68   63.78   51.77   2.05   
48.59   48.41   63.56   52.14   2.05   
48.71   48.41   64.69   51.93   2.05   
48.76   47.52   64.73   51.37   2.05   
49.01   48.10   63.44   52.01   2.07   
47.46   48.02   63.33   52.16   2.04   
49.17   48.06   64.50   52.10   2.10   
49.19   47.90   64.62   51.19   2.07   
48.53   48.32   62.50   51.96   2.05   
48.95   48.54   64.07   51.73   2.11   
49.12   48.55   64.26   52.04   2.09   
48.63   48.21   62.88   52.12   2.09   
49.02   48.51   64.57   52.22   2.07   
49.03   48.34   64.46   51.73   2.08   
47.90   48.51   64.02   52.07   2.03   
48.84   48.32   64.81   51.82   2.07   
49.14   48.11   64.19   51.50   2.08   
48.65   48.12   64.72   51.78   2.07   
48.35   48.59   63.81   51.34   2.09   
48.59   48.72   64.26   51.72   2.06   
47.93   48.46   64.24   50.93   2.06   
48.43   48.05   63.88   51.58   2.04   
48.76   46.66   64.88   51.30   2.05   
48.45   48.57   64.41   52.02   2.04   
47.93   48.68   63.85   52.30   2.05   
49.16   48.66   64.22   52.30   2.07   
49.05   48.59   64.83   52.08   2.09   
48.86   48.57   64.74   52.01   2.07   
49.01   48.37   63.93   51.16   2.07   
47.92   48.17   64.36   51.70   2.06   
48.84   47.62   61.89   50.28   2.13   
48.13   48.19   63.75   52.12   2.03   
48.75   48.45   64.31   52.00   2.05   
48.78   48.59   64.24   51.70   2.08   
48.57   48.31   64.35   51.43   2.06   
48.63   48.15   64.36   51.11   2.09   
47.85   47.41   63.74   51.72   2.04   
49.02   48.59   64.12   51.27   2.07   
48.75   48.19   63.88   51.17   2.06   
48.69   48.69   63.53   51.96   2.07   
48.74   48.69   63.63   51.55   2.09   
48.90   48.32   64.69   51.56   2.07   
48.57   48.28   63.54   51.48   2.07   
48.32   48.15   63.83   52.23   2.09   
48.96   48.37   63.91   52.25   2.09   
48.10   48.41   63.98   52.03   2.02   
48.53   47.99   63.37   51.30   2.07   
48.11   48.34   64.50   50.89   2.03   
48.60   48.56   63.14   51.56   2.10   
49.06   48.46   63.31   52.05   2.10   
49.10   47.32   64.66   51.87   2.07   
48.68   47.62   64.71   50.29   2.05   
47.62   48.62   62.34   52.03   2.05   
48.22   48.25   63.07   50.98   2.08   
48.17   47.65   63.90   51.84   2.06   
48.56   47.96   63.37   51.25   2.08   
48.84   48.56   64.60   51.38   2.07   
48.95   48.54   63.81   51.47   2.08   
48.62   48.45   63.83   51.97   2.08   
