N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
30.13   47.28   46.79   50.15   1.24   
48.76   47.61   64.35   51.88   2.01   
48.49   48.28   64.52   52.08   1.97   
48.32   48.78   64.66   52.04   1.97   
48.53   48.79   63.86   52.38   1.99   
48.91   48.56   64.45   52.06   2.00   
49.17   48.00   64.99   51.85   2.00   
48.88   47.90   65.15   51.89   1.99   
48.69   48.66   64.81   51.95   1.99   
48.56   48.75   64.40   52.31   2.01   
49.01   48.62   64.60   52.06   2.02   
48.86   48.45   64.00   52.04   1.99   
49.20   47.89   65.06   52.07   2.00   
48.96   48.12   64.22   52.31   1.99   
48.43   48.72   64.62   52.27   1.98   
48.57   48.75   64.59   52.29   2.00   
49.12   48.57   64.50   52.13   2.01   
49.20   48.29   65.04   52.07   2.08   
49.05   48.54   65.08   51.83   2.07   
48.99   48.45   64.64   51.90   2.08   
49.17   48.79   64.52   52.22   2.09   
49.00   48.15   64.20   51.61   2.07   
48.77   48.39   63.43   51.78   2.06   
48.60   48.16   64.26   52.18   2.06   
48.41   48.68   64.22   52.39   2.07   
48.71   48.66   57.05   48.09   2.06   
48.28   44.32   58.81   51.73   1.98   
48.82   36.14   46.14   50.53   2.00   
48.13   46.86   63.69   50.18   2.06   
48.87   48.27   64.92   52.06   2.00   
49.19   48.44   65.07   52.02   2.09   
49.03   48.06   64.67   52.18   2.07   
48.38   48.55   64.57   52.33   2.06   
48.35   48.47   64.08   52.40   2.08   
49.16   48.41   64.19   52.08   2.10   
49.14   48.41   65.13   51.85   2.08   
48.96   48.68   64.97   52.05   2.07   
48.68   48.74   64.72   52.25   2.06   
48.59   47.86   64.01   52.45   2.06   
48.92   48.38   63.43   50.52   2.08   
48.47   48.44   58.67   49.63   2.01   
47.95   48.62   64.60   51.99   1.96   
48.57   48.69   64.50   52.33   1.98   
48.59   48.40   64.31   50.08   2.02   
47.38   48.19   60.09   51.59   1.93   
48.80   48.62   65.01   51.42   2.07   
48.47   48.63   64.76   51.78   2.06   
48.85   48.66   64.29   52.02   2.08   
49.21   48.41   64.39   52.20   2.11   
49.20   48.46   64.05   52.26   2.08   
48.99   48.22   64.97   51.77   2.07   
49.11   48.43   64.64   52.06   2.07   
48.69   48.53   60.02   47.59   2.06   
47.13   48.32   57.97   52.26   2.01   
48.93   48.63   64.92   51.95   2.07   
49.12   47.96   64.39   51.97   2.08   
48.91   48.12   64.64   51.73   2.08   
48.75   48.70   64.45   52.15   2.08   
48.90   48.24   64.97   52.16   2.09   
49.20   48.05   64.78   52.37   2.08   
49.00   48.19   64.69   52.45   2.07   
48.35   48.65   64.74   52.14   2.05   
48.69   48.75   64.97   51.95   2.07   
48.93   48.55   65.01   52.23   2.07   
49.20   48.56   64.88   52.10   2.09   
48.75   47.28   63.54   50.86   2.08   
49.16   48.15   64.95   51.81   2.08   
47.85   48.40   63.51   52.30   2.03   
49.06   48.49   63.93   52.01   2.09   
47.63   47.73   64.64   50.11   2.12   
48.37   47.86   60.67   52.04   2.16   
47.98   46.76   63.12   51.53   2.06   
45.90   47.04   55.01   47.14   1.98   
45.30   45.90   54.91   51.09   1.89   
48.66   48.75   54.83   48.73   2.10   
47.48   47.41   60.18   52.11   2.11   
45.65   47.02   57.10   51.02   1.98   
47.41   46.84   63.18   51.95   1.96   
48.63   48.50   64.83   52.34   1.98   
48.60   48.69   53.82   50.33   2.06   
47.69   45.15   64.94   51.30   1.94   
49.25   48.12   64.81   51.59   2.00   
49.14   48.46   64.24   51.93   2.08   
48.47   48.69   63.68   51.82   2.09   
47.49   46.40   63.83   52.44   2.03   
48.96   47.80   64.85   52.04   2.10   
48.32   48.28   64.73   52.23   2.05   
48.66   47.78   54.96   49.38   2.04   
47.07   48.06   60.03   51.05   1.95   
48.23   48.13   64.90   50.67   2.11   
48.12   44.80   53.98   47.51   2.21   
47.93   47.28   58.31   47.86   2.04   
47.83   45.57   60.12   48.86   2.01   
48.62   44.46   60.76   47.30   2.09   
46.76   48.15   64.33   51.98   2.04   
49.11   48.00   63.59   50.59   2.11   
48.78   47.89   60.56   50.52   2.10   
48.40   47.62   59.73   48.51   2.02   
46.58   45.94   56.70   47.89   2.10   
45.19   44.54   62.24   47.10   1.88   
