N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
26.25   48.60   45.88   51.24   1.09   
48.18   47.85   64.31   51.40   1.98   
49.12   47.75   64.00   51.25   2.03   
48.49   48.09   62.94   52.04   1.99   
48.15   48.13   62.63   51.18   1.97   
48.32   48.17   62.79   51.43   2.00   
48.06   48.18   63.21   51.30   1.99   
48.96   47.39   63.82   51.37   2.03   
48.62   47.95   64.31   51.23   2.00   
48.81   48.29   63.01   51.76   2.02   
47.98   48.56   62.91   51.36   1.97   
47.99   48.37   62.73   51.31   1.98   
48.16   47.82   63.34   51.25   1.99   
48.51   47.56   57.04   51.11   2.04   
47.85   46.39   53.80   49.03   1.96   
48.13   48.25   62.68   51.12   2.06   
48.41   48.37   62.98   51.03   2.08   
48.60   47.65   64.15   51.22   2.07   
48.63   47.38   62.57   51.89   2.09   
48.37   48.16   63.16   51.39   2.07   
47.95   48.03   62.58   51.24   2.04   
48.47   48.17   63.43   49.92   1.97   
48.30   46.27   59.76   48.07   1.98   
48.43   48.27   63.71   51.59   2.01   
48.35   48.63   62.60   51.48   2.06   
48.57   48.37   62.98   50.64   2.01   
48.11   48.15   63.71   51.12   1.96   
48.82   47.85   64.60   51.43   2.00   
48.38   48.35   64.64   51.40   1.98   
48.47   47.69   57.44   51.23   2.07   
48.41   46.54   61.81   50.12   1.97   
48.70   48.24   63.39   51.15   1.98   
48.03   48.22   64.50   51.23   1.97   
48.47   48.38   63.71   51.70   2.01   
48.97   48.15   63.27   51.78   2.02   
49.09   47.53   63.18   51.19   2.00   
48.57   48.12   63.53   51.34   1.98   
48.17   48.43   63.12   51.65   1.96   
48.45   48.21   63.27   51.68   2.02   
49.08   48.32   63.88   51.50   2.03   
49.17   47.45   64.74   51.38   2.01   
48.94   47.78   63.59   51.74   2.00   
48.21   48.62   63.29   51.61   1.98   
48.87   48.75   62.43   51.94   1.98   
48.77   48.75   63.51   51.26   2.00   
48.72   47.82   64.71   50.94   1.99   
48.95   47.86   64.60   51.47   2.00   
48.68   48.08   63.47   51.67   2.00   
48.29   48.62   62.64   51.82   2.13   
46.21   48.03   59.14   49.35   1.93   
48.59   47.41   64.74   51.09   1.99   
48.95   47.82   64.54   51.47   2.01   
48.49   48.37   63.43   52.08   1.99   
48.74   48.11   62.83   51.79   2.02   
47.79   47.89   63.32   51.67   1.97   
47.93   48.22   59.63   50.85   2.01   
48.71   46.56   64.31   49.20   2.02   
48.50   47.45   63.43   51.73   2.03   
49.17   48.21   62.83   52.13   2.03   
48.74   47.79   63.66   51.26   1.98   
48.68   48.22   63.26   51.17   1.98   
48.43   48.41   63.39   51.39   1.97   
48.21   48.27   63.86   51.87   1.99   
49.21   48.12   64.54   51.70   2.04   
48.88   47.92   63.17   50.61   2.03   
47.96   47.73   62.96   51.70   1.95   
47.93   48.69   63.63   51.34   1.96   
48.10   48.57   62.32   51.80   1.98   
48.80   47.76   64.21   51.72   2.03   
49.16   47.85   64.78   51.42   2.01   
48.99   47.69   63.71   51.87   2.01   
48.38   48.15   63.02   51.65   1.98   
48.03   48.69   62.38   51.77   1.98   
48.76   47.95   63.06   51.61   1.99   
48.85   47.34   64.69   51.15   2.02   
48.99   47.76   64.83   51.00   2.01   
46.87   46.52   60.87   50.33   1.99   
48.05   48.38   62.19   51.86   1.97   
48.88   48.39   62.39   51.65   2.01   
48.63   48.03   63.51   51.83   1.98   
48.78   48.17   64.31   51.29   2.00   
48.87   46.31   65.02   51.72   2.02   
48.72   47.88   62.66   52.19   2.02   
48.74   48.25   63.11   51.77   2.01   
48.62   48.06   60.12   50.29   2.07   
47.66   48.54   63.14   51.31   1.95   
48.21   48.21   64.05   51.69   2.00   
49.11   47.79   64.28   51.59   2.03   
49.15   47.86   63.51   51.49   2.07   
48.56   47.75   63.46   51.06   2.06   
47.96   47.96   63.27   51.36   2.04   
48.22   48.51   63.78   51.72   2.08   
49.11   47.99   64.24   51.57   2.11   
49.15   46.92   63.53   51.44   2.09   
48.75   47.64   63.18   51.52   2.07   
48.30   48.63   62.98   51.71   2.05   
48.27   48.56   63.06   51.53   2.07   
48.82   47.73   64.60   51.30   2.08   
48.84   48.19   64.83   51.19   2.08   
48.55   48.09   63.39   51.71   2.07   
