N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
30.71   48.21   50.30   51.73   1.28   
48.47   47.83   62.94   49.12   2.02   
48.47   46.39   59.39   47.00   2.04   
47.75   47.72   63.75   51.22   2.05   
48.78   48.24   62.93   51.61   2.11   
48.72   47.95   63.09   51.29   2.07   
47.83   46.95   62.60   49.60   2.62   
41.39   47.44   63.27   49.68   1.71   
48.37   47.41   58.78   51.55   2.00   
48.62   48.22   62.80   51.74   2.00   
48.08   48.37   63.02   50.96   2.05   
48.78   47.58   63.69   51.20   2.10   
48.82   48.12   64.22   50.61   2.07   
48.45   47.76   62.97   51.56   2.08   
48.19   48.71   62.70   51.64   2.07   
48.39   47.79   62.18   50.91   2.07   
48.56   47.73   59.67   51.23   2.11   
47.55   47.93   64.08   51.29   2.03   
48.37   47.92   63.46   51.68   2.06   
48.12   48.77   62.74   51.69   2.07   
48.78   48.29   63.21   51.64   2.08   
48.66   48.02   64.54   51.29   2.09   
48.90   47.74   64.69   51.62   2.08   
48.84   47.89   63.85   51.87   2.08   
48.71   48.37   62.16   52.15   2.10   
48.68   48.24   63.02   51.59   2.07   
48.85   47.92   62.82   50.66   2.06   
48.63   47.65   64.64   51.47   2.08   
48.78   48.37   59.54   47.61   2.01   
47.56   46.02   60.85   51.55   1.97   
48.81   48.06   63.71   51.30   2.06   
48.59   47.85   63.51   51.35   2.07   
48.13   48.34   64.41   51.20   2.06   
48.62   48.28   63.91   51.86   2.11   
49.12   48.15   62.66   52.11   2.10   
48.69   48.57   63.39   51.22   2.07   
47.72   48.55   63.42   51.39   2.02   
48.21   48.31   63.73   51.62   2.08   
49.13   48.08   64.31   51.60   2.11   
49.15   47.65   63.12   51.89   2.10   
48.74   47.98   63.44   51.43   2.06   
47.96   48.54   63.26   51.50   2.03   
48.09   48.66   62.64   51.84   2.08   
48.97   47.96   64.31   51.39   2.10   
49.17   47.34   64.94   51.36   2.11   
48.95   47.77   63.16   51.96   2.09   
48.11   48.40   63.02   51.58   2.07   
48.62   48.50   62.94   51.66   2.08   
48.69   48.18   64.34   51.28   2.08   
48.78   47.99   64.85   51.71   2.09   
48.62   48.09   63.53   51.88   2.08   
48.59   48.18   62.88   51.86   2.08   
48.72   48.47   62.84   51.77   2.08   
48.75   47.86   63.24   51.57   2.07   
48.49   47.89   65.06   51.31   2.06   
48.53   47.92   64.62   46.94   2.06   
48.63   46.43   56.63   51.47   2.01   
48.46   48.70   62.58   51.04   2.05   
48.53   48.21   63.97   51.18   2.06   
48.53   47.59   64.45   49.76   2.04   
48.11   46.67   63.47   50.14   2.06   
48.68   48.34   62.58   51.60   2.09   
48.75   47.86   63.61   51.53   2.06   
48.40   48.44   63.24   51.40   2.08   
48.28   47.99   64.13   50.98   2.11   
47.83   46.62   60.56   50.18   2.13   
46.95   47.83   62.94   51.71   1.99   
48.46   48.16   63.31   51.23   2.06   
48.19   48.32   63.84   51.34   2.08   
48.80   47.96   64.59   51.83   2.10   
48.81   47.17   63.46   52.10   2.09   
48.72   48.24   63.59   51.39   2.06   
48.45   48.47   63.22   51.55   2.06   
48.18   48.65   63.01   51.84   2.06   
48.62   48.11   64.03   51.58   2.08   
49.09   48.09   64.92   51.51   2.09   
48.96   47.80   63.56   51.88   2.09   
48.09   48.72   63.68   51.39   2.06   
48.16   48.69   63.56   51.59   2.06   
48.50   48.56   62.82   51.58   2.09   
49.09   47.65   64.88   51.59   2.09   
48.54   47.69   64.45   51.50   2.07   
48.84   48.17   59.29   47.71   2.08   
46.91   47.55   56.95   48.57   2.04   
48.18   46.06   58.65   51.14   2.06   
48.52   48.02   63.51   51.97   2.07   
48.29   48.60   63.64   51.76   2.06   
48.53   48.69   63.11   51.62   2.07   
48.77   47.77   63.66   51.27   2.07   
48.75   47.89   64.60   51.22   2.08   
48.40   48.09   64.59   51.99   2.07   
48.63   48.28   62.60   52.25   2.10   
48.81   48.50   62.88   51.65   2.09   
48.68   48.12   63.59   51.47   2.06   
48.50   47.81   64.17   51.51   2.07   
48.68   48.22   64.94   51.33   2.09   
48.93   48.27   63.66   52.07   2.11   
49.08   48.34   62.89   51.93   2.09   
48.66   48.16   63.34   51.36   2.07   
48.74   47.96   63.39   51.50   2.06   
