N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
104.99   113.71   105.68   104.49   1.82   
111.64   115.45   104.76   105.58   1.98   
117.73   110.87   106.39   104.03   2.06   
113.80   114.77   104.80   103.85   2.00   
116.79   112.05   106.61   103.81   2.06   
114.79   114.85   105.26   105.35   2.02   
116.87   112.13   106.85   102.74   1.98   
113.96   116.03   105.49   104.98   2.01   
115.92   112.20   105.77   102.53   2.02   
115.43   113.32   105.96   105.16   2.04   
117.14   112.13   105.16   104.35   2.02   
113.15   113.72   105.22   105.54   2.02   
116.45   113.07   104.72   102.56   2.02   
113.40   113.55   104.30   104.57   2.00   
113.88   112.67   106.20   103.32   1.96   
114.79   114.60   105.77   105.04   2.01   
114.93   109.37   107.00   103.46   1.95   
113.15   110.87   105.22   105.26   1.99   
112.28   111.98   106.52   104.39   1.94   
114.05   115.19   105.03   105.08   2.00   
114.13   112.43   106.67   103.71   2.09   
114.29   114.46   105.31   105.22   2.10   
115.94   111.64   106.11   103.22   2.00   
113.63   111.03   105.92   104.30   1.99   
114.46   114.11   106.82   103.89   1.97   
115.11   113.98   105.31   103.89   2.02   
116.96   112.75   107.00   103.50   2.01   
113.07   115.01   104.44   104.30   2.00   
116.79   112.84   106.01   103.36   2.01   
114.29   114.77   104.03   105.40   2.02   
116.53   111.35   106.85   103.89   2.00   
114.44   115.03   103.94   104.67   2.03   
112.35   112.67   107.10   103.77   1.95   
114.19   115.70   104.62   104.16   2.05   
117.38   113.47   106.95   103.94   2.03   
113.40   110.34   106.34   105.18   2.01   
117.04   112.67   105.77   103.05   2.02   
110.89   115.61   105.73   105.45   1.95   
112.05   114.85   105.92   104.66   1.95   
113.72   115.53   105.18   104.52   2.01   
115.94   112.35   106.91   104.03   2.04   
113.63   113.65   104.57   104.39   1.99   
117.22   112.67   106.20   102.04   2.02   
113.96   115.27   104.85   103.46   2.00   
113.00   112.37   106.14   103.72   1.98   
114.29   114.29   106.48   103.71   1.99   
114.95   113.07   105.03   104.02   2.02   
116.69   110.34   106.82   104.12   2.01   
113.80   114.93   104.30   105.08   1.99   
114.13   111.57   107.34   103.71   1.98   
113.55   114.87   103.67   104.57   1.99   
116.79   112.84   106.76   103.81   2.03   
113.65   115.76   104.49   105.31   2.02   
116.79   111.42   105.96   104.72   2.12   
116.03   111.13   106.29   104.49   2.00   
113.80   115.03   104.52   104.76   2.06   
114.29   109.96   106.20   103.36   1.98   
113.72   115.19   105.73   104.76   2.01   
114.29   112.35   106.05   103.99   1.95   
113.63   114.77   105.77   104.76   2.05   
116.63   111.57   106.01   103.05   2.03   
114.54   115.27   105.26   104.21   2.02   
116.29   112.45   106.95   103.80   2.00   
114.52   115.61   105.36   104.21   2.03   
116.55   112.50   106.71   103.46   2.02   
112.83   112.28   103.18   103.36   2.00   
114.54   114.11   105.64   104.08   2.04   
114.54   112.60   105.96   103.89   1.99   
114.05   115.51   104.95   103.85   1.97   
115.68   115.19   103.50   104.43   2.04   
115.29   111.42   104.02   105.68   2.05   
114.54   111.50   107.19   103.77   1.98   
113.57   114.85   105.18   104.98   2.03   
117.14   111.27   105.31   104.57   2.03   
114.13   112.20   106.76   102.96   2.00   
112.13   113.07   107.49   103.31   1.95   
113.40   113.15   105.41   104.93   2.05   
117.06   111.57   106.62   103.85   2.02   
113.47   114.87   104.62   103.81   2.03   
113.24   114.11   104.86   104.62   2.02   
116.19   111.89   106.53   102.96   2.00   
114.36   112.28   104.85   104.95   2.02   
115.11   111.89   106.53   102.78   1.98   
113.65   116.19   104.85   104.26   2.04   
116.61   112.52   105.21   103.72   2.00   
114.36   113.47   105.36   105.26   2.01   
116.11   112.28   105.58   103.95   1.99   
114.36   114.95   105.40   104.86   2.00   
116.79   111.74   104.93   103.50   2.03   
113.38   115.37   105.35   102.30   1.99   
114.87   111.42   106.38   105.78   2.04   
115.11   114.13   105.54   104.99   2.01   
114.44   112.43   106.86   103.89   1.97   
113.17   114.29   104.89   104.62   2.00   
114.13   113.00   107.04   104.08   1.96   
114.38   113.71   105.41   105.35   2.06   
116.11   110.36   104.57   104.86   2.07   
116.53   112.84   106.80   103.85   2.03   
113.00   113.72   104.76   104.57   2.00   
117.22   110.20   106.71   103.18   2.03   
