N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
49.86   49.52   64.97   52.43   2.03   
49.15   48.56   63.85   51.79   1.99   
49.09   48.22   64.48   52.05   1.99   
49.08   47.95   64.14   52.39   2.00   
48.05   48.06   64.60   52.67   1.98   
47.99   49.58   66.25   52.27   2.05   
48.41   48.84   64.67   51.89   2.07   
49.29   49.19   65.66   52.51   2.10   
49.97   48.82   65.23   52.68   2.06   
49.44   48.97   62.52   51.44   2.04   
47.28   48.81   64.76   53.18   1.95   
49.88   49.30   64.86   52.77   2.06   
50.01   48.95   64.72   53.06   2.06   
49.64   48.63   65.04   52.47   2.10   
48.96   48.19   64.74   51.98   2.06   
48.63   48.93   65.31   53.06   2.01   
49.94   49.50   66.43   52.55   2.12   
49.63   49.54   66.11   53.39   2.09   
50.14   49.69   66.48   53.32   2.08   
50.20   49.74   66.30   53.16   2.10   
49.14   48.86   65.48   52.51   2.06   
49.50   49.69   66.61   53.32   2.04   
50.25   49.75   66.54   52.45   2.11   
49.98   49.63   65.88   53.60   2.07   
49.92   49.69   65.90   53.63   2.06   
50.06   49.84   66.17   53.62   2.06   
50.22   48.87   66.46   53.46   2.07   
50.25   49.46   66.56   53.54   2.07   
50.17   49.49   66.43   53.64   2.07   
49.84   49.78   66.50   53.58   2.06   
49.80   49.81   66.65   53.57   2.05   
49.86   49.60   66.61   53.66   2.06   
50.20   49.78   66.59   53.60   2.08   
50.19   49.67   66.30   53.48   2.11   
50.11   49.73   66.47   53.17   2.07   
49.71   49.46   65.86   53.11   2.04   
49.40   48.88   65.43   52.85   2.05   
49.67   48.09   61.35   53.66   2.07   
48.51   48.56   65.79   53.28   2.01   
49.54   49.28   65.06   53.37   2.05   
50.17   49.19   66.41   53.48   2.07   
49.55   49.06   65.48   53.46   2.08   
49.40   49.58   65.54   52.97   2.06   
49.89   49.52   65.18   52.86   2.05   
49.58   48.97   65.38   53.21   2.05   
49.58   48.81   65.18   53.21   2.05   
49.61   48.81   65.40   53.17   2.06   
49.38   49.02   66.30   53.09   2.06   
49.35   48.88   66.23   52.92   2.06   
49.29   49.01   66.28   52.46   2.06   
49.28   49.57   64.88   52.36   2.09   
49.55   49.26   64.81   52.76   2.05   
49.64   48.52   65.07   53.05   2.05   
48.96   48.15   66.06   52.89   2.06   
49.74   49.55   65.74   52.75   2.08   
49.43   48.72   65.20   53.31   2.07   
49.02   48.86   66.08   52.62   2.06   
49.81   48.95   65.40   53.06   2.08   
49.31   48.66   66.13   53.11   2.06   
48.79   49.64   66.35   52.30   2.04   
48.87   49.57   66.11   52.53   2.04   
49.97   49.54   65.32   52.75   2.09   
49.89   49.32   64.81   52.65   2.06   
49.68   49.23   64.38   53.21   2.04   
49.32   48.72   64.78   53.28   2.03   
48.12   48.51   66.50   52.83   2.03   
49.71   48.38   63.97   51.51   2.05   
49.74   49.14   57.02   51.61   2.05   
49.87   49.69   66.33   53.57   2.15   
47.88   47.49   64.74   53.18   2.00   
48.27   48.29   63.16   52.85   2.00   
49.94   48.96   65.75   53.19   2.05   
50.28   49.61   65.75   52.48   2.09   
49.83   49.35   65.43   53.38   2.06   
49.28   48.83   64.64   53.26   2.05   
49.89   48.92   65.23   53.28   2.08   
49.57   48.35   66.01   53.35   2.06   
49.69   48.53   65.84   53.32   2.08   
49.25   48.79   65.90   52.79   2.07   
49.63   49.23   64.95   52.65   2.05   
48.65   48.92   65.95   53.48   2.04   
49.11   49.58   65.66   52.77   2.08   
50.11   48.72   65.72   52.41   2.07   
49.61   48.97   65.11   53.19   2.06   
49.36   48.84   66.08   52.95   2.04   
49.89   49.50   66.06   52.77   2.09   
49.47   49.34   65.38   53.21   2.05   
49.78   49.28   65.48   53.34   2.06   
50.16   49.26   64.41   53.38   2.07   
50.08   49.32   66.37   53.51   2.06   
50.05   49.32   66.61   53.51   2.06   
49.70   49.46   66.40   53.56   2.05   
49.77   49.60   66.50   52.79   2.15   
49.07   49.68   65.57   52.55   2.04   
50.09   49.61   66.47   53.55   2.08   
50.09   49.50   66.70   53.48   2.08   
50.05   49.60   66.59   53.06   2.06   
49.81   49.58   66.52   53.24   2.06   
50.19   49.78   66.43   53.32   2.06   
50.11   49.67   66.35   53.20   2.07   
