N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
230.00   231.34   285.56   283.37   
231.63   230.52   285.77   282.79   
231.74   231.30   285.42   283.98   
231.43   230.56   285.36   283.51   
231.97   230.72   285.49   283.59   
231.64   230.27   285.90   283.64   
231.87   231.39   286.24   283.01   
231.37   231.56   285.78   283.49   
231.73   231.34   285.36   283.69   
230.93   231.70   285.43   282.12   
231.79   231.14   285.47   282.18   
230.81   231.39   285.70   283.78   
231.55   230.77   285.92   283.76   
231.53   231.14   286.17   283.47   
231.55   230.57   285.04   283.58   
232.08   231.48   285.98   283.59   
231.12   231.48   285.96   283.52   
231.92   231.20   285.78   283.57   
231.24   230.48   286.14   283.14   
230.60   231.10   285.92   283.48   
230.96   231.51   284.33   283.56   
231.49   231.48   285.93   283.18   
231.42   231.80   285.36   283.72   
231.67   231.76   285.34   283.00   
231.55   231.75   285.07   283.73   
232.00   231.16   286.01   283.17   
231.69   231.26   285.87   283.17   
231.49   231.71   285.82   283.73   
231.47   230.56   284.49   283.91   
231.62   231.79   285.84   283.27   
231.78   230.98   286.14   283.26   
231.77   231.39   285.77   282.54   
232.04   231.61   285.00   283.81   
231.72   230.99   285.05   283.29   
231.63   231.43   285.37   282.59   
232.07   230.62   285.06   283.44   
231.21   231.35   285.42   283.32   
232.02   231.09   285.49   283.19   
232.01   231.61   286.19   283.51   
231.73   231.79   284.12   283.64   
232.00   231.50   285.75   283.59   
231.39   231.04   285.91   283.62   
231.50   231.05   284.95   283.40   
231.76   230.88   285.57   283.54   
231.76   230.89   285.80   283.63   
230.56   230.17   285.19   283.45   
231.59   231.52   286.26   283.12   
230.73   231.01   285.84   283.68   
231.93   231.38   284.92   283.23   
231.82   230.75   285.68   283.07   
231.72   230.98   285.49   283.42   
231.21   231.33   285.54   283.31   
232.13   230.95   285.63   282.78   
231.82   231.09   285.62   282.15   
231.83   230.62   285.46   282.69   
232.18   232.15   285.27   282.95   
231.92   231.09   285.75   282.74   
232.01   231.73   285.56   283.57   
232.09   231.23   285.13   283.70   
231.48   231.70   285.15   283.43   
231.12   230.99   286.16   283.68   
231.08   231.45   284.89   284.01   
231.65   231.15   284.06   283.21   
231.56   231.65   285.61   283.43   
231.56   230.82   284.93   283.12   
231.44   231.78   285.14   283.73   
231.04   231.28   285.69   283.59   
231.58   231.12   284.95   284.08   
231.56   230.81   285.36   283.77   
231.28   231.56   285.62   283.52   
231.72   231.36   286.07   283.57   
230.66   231.76   284.88   283.24   
231.76   231.10   284.86   283.18   
231.63   231.51   284.60   282.98   
231.23   231.07   284.89   282.97   
231.48   231.41   283.25   282.58   
231.75   231.19   284.95   282.66   
231.99   231.36   284.92   283.92   
231.70   231.59   284.96   282.19   
231.75   231.52   284.49   282.35   
231.43   231.25   284.53   282.76   
231.80   229.65   285.96   283.12   
230.79   230.66   285.08   282.16   
230.62   231.15   284.85   282.56   
231.50   231.31   284.93   283.23   
231.32   231.64   284.22   282.72   
231.14   230.68   285.29   282.39   
230.92   231.41   285.47   283.05   
231.36   230.79   284.93   282.67   
231.64   230.58   284.77   283.14   
231.47   231.40   285.10   283.14   
231.43   231.02   285.48   283.34   
231.82   230.75   284.23   283.07   
231.67   231.67   284.73   284.12   
231.95   231.57   285.56   282.77   
232.06   230.86   284.50   282.76   
231.60   231.41   284.30   283.06   
231.80   231.66   284.54   282.62   
231.74   231.67   284.99   283.68   
231.57   231.47   284.54   283.07   
