N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
250.30   251.69   311.62   309.62   
252.73   251.79   312.12   308.89   
251.91   252.26   312.38   309.12   
251.95   252.55   312.18   308.85   
252.61   252.11   311.95   308.73   
253.03   252.40   312.16   309.48   
252.43   251.69   311.96   309.04   
252.35   252.07   311.65   309.16   
252.63   250.95   312.08   309.55   
252.37   252.17   311.85   309.54   
252.55   251.91   311.82   309.53   
252.80   252.22   311.85   309.26   
251.94   252.05   312.00   308.95   
252.16   251.61   312.96   309.64   
252.59   252.14   311.86   309.49   
252.80   252.08   312.10   309.61   
252.81   252.27   311.88   309.50   
252.89   252.31   312.14   309.95   
252.44   252.19   311.67   309.45   
252.51   252.08   312.14   309.54   
252.43   252.19   311.83   309.32   
252.50   252.12   311.52   309.67   
252.43   252.59   312.23   308.55   
253.19   252.18   311.53   309.27   
252.04   252.05   312.23   309.19   
252.18   251.89   311.30   309.69   
252.33   251.93   312.47   309.21   
252.48   252.33   312.07   309.92   
251.66   252.24   312.10   309.70   
252.62   252.20   312.00   309.14   
251.00   252.36   312.26   310.13   
252.95   252.09   311.88   309.70   
252.92   252.44   312.04   309.39   
251.85   252.19   312.11   309.39   
252.36   252.34   311.54   309.25   
252.69   252.29   312.17   309.58   
252.30   251.46   312.19   308.84   
252.20   252.48   312.13   309.14   
252.94   252.39   311.62   308.08   
253.01   252.49   310.80   308.28   
253.06   252.31   311.58   309.31   
252.74   252.96   312.20   308.90   
253.21   251.81   311.02   308.53   
252.93   252.32   311.28   309.64   
252.60   251.99   311.38   309.15   
252.96   252.31   311.77   309.14   
252.87   252.23   311.72   308.70   
252.67   252.31   312.03   308.95   
252.93   252.47   310.56   308.69   
253.00   252.29   311.22   308.67   
252.81   252.32   311.42   308.33   
252.60   252.53   311.49   309.13   
252.08   252.58   311.76   309.63   
252.95   252.35   311.35   308.62   
252.53   252.21   312.01   307.89   
252.57   252.23   310.60   308.93   
252.16   252.53   310.18   309.44   
252.75   252.29   311.20   306.43   
252.56   252.20   311.87   309.09   
252.23   252.46   311.24   308.76   
252.91   252.72   311.08   309.15   
252.54   252.06   311.64   308.46   
252.69   252.54   311.95   308.42   
252.62   252.61   310.75   308.87   
252.30   252.23   311.30   309.03   
252.59   252.31   310.72   308.77   
252.78   252.21   311.63   308.72   
252.28   252.21   310.89   308.87   
252.12   251.65   311.36   309.30   
252.36   252.02   311.71   308.75   
252.02   252.29   311.64   309.04   
252.16   252.36   311.75   307.77   
252.11   252.44   311.73   308.67   
252.34   251.94   311.51   307.99   
252.59   252.35   311.42   309.48   
251.90   252.53   310.57   308.54   
252.16   252.31   310.85   308.82   
252.62   252.26   311.50   308.58   
251.81   251.63   311.81   308.38   
252.35   252.51   310.87   308.01   
252.61   252.44   311.23   309.08   
253.15   252.44   311.88   309.09   
252.35   252.42   311.39   308.70   
252.28   251.69   311.02   309.11   
252.54   252.17   311.65   308.34   
252.58   252.22   311.35   309.01   
252.09   251.91   311.90   309.15   
252.21   252.09   312.04   308.86   
252.25   251.67   311.37   309.31   
251.58   252.22   312.12   308.98   
252.04   251.90   312.20   308.59   
251.57   252.38   310.72   308.80   
252.40   251.45   311.96   309.40   
252.34   252.26   311.75   308.84   
252.45   252.05   311.98   309.35   
252.22   252.30   311.69   308.66   
252.31   252.26   311.30   308.78   
252.29   252.24   312.02   309.07   
252.31   251.82   311.52   309.72   
252.50   251.93   311.35   308.34   
