N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
205.68   206.40   253.31   252.54   
206.44   206.17   252.70   252.73   
206.63   206.27   253.35   251.45   
206.74   206.26   253.82   252.60   
206.18   206.32   253.27   252.73   
206.51   206.08   253.60   251.05   
206.47   206.47   252.56   251.21   
206.72   206.08   253.85   252.49   
205.91   206.01   253.00   252.29   
206.46   205.11   252.89   252.76   
206.92   206.82   253.46   252.49   
206.41   206.37   253.38   251.45   
206.61   206.09   253.53   252.49   
206.23   206.07   253.45   251.89   
206.41   205.41   253.26   252.59   
206.73   206.26   253.46   252.54   
206.41   206.29   253.48   252.29   
206.31   205.83   253.27   252.62   
206.65   206.30   253.37   251.48   
206.66   205.05   253.53   252.70   
206.14   206.20   253.73   252.37   
206.71   206.02   253.54   252.82   
206.65   206.06   253.61   252.47   
206.28   206.41   253.87   252.46   
206.09   205.73   253.63   252.23   
206.43   206.23   253.08   251.98   
206.31   205.94   253.67   252.50   
206.00   206.37   253.68   252.48   
206.41   205.96   253.41   252.61   
206.35   205.71   253.28   251.91   
206.07   206.16   253.52   251.92   
206.42   206.23   253.62   252.28   
205.61   206.41   253.31   252.44   
206.38   206.25   253.45   252.29   
206.28   205.72   252.93   252.45   
206.54   206.22   253.35   252.01   
206.57   206.34   253.01   252.06   
206.64   206.15   253.44   253.14   
206.77   205.84   253.14   252.32   
206.43   206.00   253.17   252.02   
206.37   206.38   253.35   252.46   
207.02   206.31   253.00   251.52   
206.25   206.16   252.86   251.78   
206.10   206.04   253.51   252.09   
206.34   206.26   253.13   252.03   
206.85   206.18   253.46   252.72   
206.50   206.24   252.85   252.66   
206.28   206.14   252.47   251.73   
206.48   206.05   254.07   251.78   
206.83   206.29   253.60   252.34   
206.58   206.00   252.77   253.11   
206.56   206.30   253.75   253.06   
205.71   206.37   253.28   252.52   
206.22   206.25   253.40   252.09   
206.42   206.36   253.20   251.22   
206.53   206.25   252.18   251.81   
206.59   206.58   253.70   252.02   
206.27   205.85   253.25   252.47   
206.35   206.30   253.74   252.30   
206.73   206.44   253.05   252.73   
206.33   206.20   253.36   251.32   
206.17   206.40   253.85   252.77   
206.18   205.43   253.04   253.13   
206.66   206.30   252.64   252.43   
206.55   206.38   252.69   252.73   
206.62   206.28   253.26   252.44   
206.37   206.26   253.61   252.79   
206.38   206.42   254.08   251.63   
206.54   206.60   253.80   252.74   
206.55   206.23   252.93   252.20   
206.37   206.34   253.85   253.03   
206.44   206.62   253.23   252.95   
206.78   206.18   253.29   252.97   
206.63   206.13   253.84   252.38   
206.37   206.43   253.49   252.59   
206.58   206.72   252.77   253.20   
206.94   206.15   253.71   253.09   
206.70   206.05   253.07   252.64   
206.82   206.53   253.43   252.73   
206.80   206.53   253.31   253.26   
206.72   206.47   253.36   252.25   
206.58   206.34   253.44   252.77   
206.02   205.78   253.57   251.86   
206.32   206.34   252.68   252.98   
206.33   206.24   253.43   251.20   
206.57   206.48   253.80   253.35   
206.62   206.22   253.60   251.81   
206.79   206.55   252.02   252.95   
206.85   205.99   252.22   251.51   
206.38   206.31   254.22   251.34   
206.71   206.04   253.57   253.23   
206.76   206.08   253.39   252.74   
206.74   206.43   252.55   252.44   
206.36   206.25   253.35   253.07   
206.22   206.50   253.20   253.07   
206.71   206.00   253.67   252.77   
206.63   206.00   254.10   252.66   
207.04   206.24   253.80   251.95   
206.80   206.08   253.05   251.84   
206.73   206.25   252.77   252.81   
