N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
141.62   142.03   171.29   171.34   
140.31   141.40   171.37   171.77   
142.03   141.57   171.52   171.49   
141.57   141.39   171.40   171.43   
141.56   141.74   171.49   171.45   
141.65   141.62   171.67   171.58   
141.70   141.55   171.35   170.70   
141.75   142.11   171.29   171.49   
141.63   141.46   171.51   171.48   
141.58   141.70   171.46   171.55   
141.72   141.88   171.31   171.31   
141.35   141.72   171.59   171.34   
141.69   140.42   171.48   171.63   
141.06   141.81   171.57   171.80   
141.85   142.00   171.40   171.61   
141.34   141.62   171.53   171.56   
141.45   141.76   171.44   171.28   
141.21   141.53   171.64   171.67   
141.72   141.87   171.84   171.50   
141.58   141.72   171.53   171.62   
141.80   141.41   171.29   171.51   
141.41   141.83   171.57   171.37   
141.65   141.76   171.48   171.30   
141.91   141.73   171.38   171.45   
141.52   141.43   171.61   171.29   
141.30   141.52   171.48   170.87   
141.71   141.24   171.67   171.52   
141.68   141.66   171.51   171.59   
142.08   141.71   171.65   171.54   
141.99   142.06   171.69   171.51   
141.56   141.77   171.66   171.46   
141.65   141.60   171.34   171.35   
141.58   141.73   171.50   171.58   
141.66   141.76   171.53   171.36   
141.58   141.56   171.60   171.49   
141.57   141.74   171.42   171.59   
141.60   141.80   171.62   171.65   
141.79   141.74   171.64   171.81   
141.69   141.86   171.65   171.44   
141.86   141.87   171.62   171.50   
141.93   141.58   171.57   171.68   
141.72   141.81   171.76   171.58   
141.62   141.90   171.44   171.26   
142.09   141.67   171.82   171.34   
142.23   141.71   171.57   171.39   
141.75   141.65   171.53   171.32   
141.70   141.60   171.56   171.55   
141.82   141.75   171.60   171.40   
141.73   141.96   171.56   171.61   
141.57   141.48   171.39   171.36   
141.57   141.60   171.83   171.51   
141.55   141.41   171.27   171.48   
141.98   141.66   171.53   171.40   
141.73   141.93   171.78   171.47   
141.60   141.83   171.58   171.45   
141.68   141.53   171.83   171.52   
141.52   141.32   171.59   171.50   
141.71   141.65   171.22   171.76   
141.66   142.00   171.28   171.47   
141.66   141.90   171.61   171.28   
141.67   141.48   171.27   171.64   
141.56   141.81   171.77   171.49   
141.58   141.72   171.66   171.64   
141.63   141.68   171.60   171.80   
141.81   141.51   171.50   171.58   
141.58   141.23   171.38   171.41   
141.60   141.84   171.57   171.35   
141.94   142.02   171.55   171.61   
142.02   141.61   171.72   171.53   
141.83   141.86   171.51   171.42   
141.51   141.56   171.52   171.64   
141.75   142.01   171.53   171.40   
141.69   141.25   171.42   171.48   
141.71   141.42   171.49   171.64   
141.76   141.54   171.68   171.60   
141.76   141.61   171.87   171.47   
141.82   141.42   171.64   171.49   
141.66   141.95   171.37   171.67   
141.59   142.04   171.46   171.39   
141.72   141.50   171.58   171.60   
141.88   142.07   171.49   171.68   
141.74   141.46   171.53   171.74   
141.54   141.74   171.59   171.52   
141.75   141.83   171.67   171.37   
141.83   141.48   171.37   171.73   
141.48   141.65   171.70   171.74   
141.85   141.49   171.42   171.41   
141.58   142.04   171.67   171.49   
141.64   141.57   171.71   171.75   
141.81   141.93   171.52   171.34   
141.84   142.00   171.51   171.55   
141.78   141.97   171.52   171.28   
141.68   141.47   171.49   171.66   
141.51   141.73   171.38   171.57   
142.00   141.44   171.38   171.38   
141.70   141.57   171.89   171.52   
141.45   141.68   171.58   171.31   
141.73   141.66   171.45   171.64   
141.76   141.76   171.76   171.59   
141.92   141.79   171.48   171.44   
