N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
264.92   267.12   315.34   315.89   
267.53   267.94   316.60   315.14   
267.11   265.73   316.87   315.68   
267.58   267.72   316.43   315.78   
267.48   267.27   316.78   315.22   
267.14   267.30   316.74   315.25   
267.96   267.71   315.97   316.46   
267.66   266.98   315.76   315.15   
267.51   267.40   315.85   314.78   
267.42   267.61   316.37   315.96   
268.10   267.38   317.23   314.73   
267.43   267.49   316.50   316.47   
267.38   267.62   316.67   315.85   
267.49   267.55   316.31   315.16   
267.80   267.25   315.92   316.02   
267.12   265.23   316.19   315.22   
267.38   266.48   316.60   315.81   
267.90   266.31   315.87   315.43   
266.42   265.22   316.53   315.82   
266.85   267.68   317.48   314.63   
267.71   266.05   316.53   316.31   
267.60   266.84   315.62   316.11   
266.79   266.73   316.46   315.49   
267.19   267.44   316.70   315.59   
266.56   266.54   317.08   316.45   
267.02   266.43   316.13   316.51   
266.29   266.34   316.70   315.67   
266.78   265.96   317.11   315.26   
266.15   266.53   315.86   314.96   
267.41   267.80   315.14   315.61   
266.89   266.27   316.43   315.53   
266.82   266.93   316.52   315.56   
266.58   266.69   315.25   314.48   
266.78   266.36   316.11   315.58   
267.12   265.99   316.04   314.91   
267.76   266.28   315.96   315.27   
267.01   267.10   315.72   315.43   
267.33   266.51   316.07   315.16   
266.38   266.54   315.83   314.73   
266.79   266.55   315.27   315.38   
266.48   266.70   315.48   315.72   
266.32   265.90   316.56   316.58   
267.77   267.12   316.60   315.90   
266.69   266.72   316.23   315.34   
267.24   265.59   316.22   314.48   
266.58   266.70   316.63   315.86   
267.05   266.57   316.40   315.90   
266.70   265.89   317.06   316.33   
267.11   267.64   317.03   315.54   
266.28   265.86   316.81   316.23   
266.05   265.94   316.44   316.24   
267.34   267.27   316.83   316.70   
267.51   266.46   316.67   316.29   
267.04   267.10   317.01   316.12   
267.81   266.82   316.57   316.67   
266.39   266.68   317.26   315.58   
266.12   266.61   316.13   313.77   
267.24   267.30   316.83   316.80   
267.27   265.86   317.01   315.30   
266.79   267.31   316.32   316.03   
267.11   266.34   317.09   316.06   
266.55   266.94   316.70   315.46   
267.14   265.44   316.65   316.06   
266.92   266.00   316.45   315.63   
267.13   267.15   317.08   315.87   
267.38   266.88   316.71   316.02   
267.45   265.55   316.85   316.31   
267.70   267.03   316.65   315.22   
266.97   267.31   316.96   315.25   
267.08   266.96   316.31   315.98   
266.03   266.71   316.81   315.79   
266.74   266.90   316.56   315.17   
266.58   266.15   316.59   315.99   
266.77   266.97   316.80   315.90   
267.26   266.89   316.65   315.86   
267.05   267.12   316.65   315.43   
266.83   267.07   315.80   315.39   
266.63   266.69   316.45   315.64   
267.32   267.35   316.24   315.11   
266.84   264.72   316.01   315.69   
267.20   266.92   315.69   316.02   
267.46   266.10   316.48   315.44   
267.45   266.59   316.33   315.67   
266.36   266.50   316.08   315.40   
267.47   266.48   316.50   315.91   
267.58   266.49   317.00   315.11   
267.24   266.77   316.82   316.16   
266.47   265.73   316.58   314.94   
267.55   265.85   316.50   314.96   
266.65   266.49   316.24   315.40   
266.43   266.50   316.42   315.46   
267.38   266.43   316.26   315.90   
266.19   266.53   315.43   314.28   
266.17   267.01   314.69   314.63   
267.16   266.18   315.33   314.69   
266.70   266.33   315.57   314.85   
266.71   266.42   315.21   314.80   
266.72   266.14   315.18   314.32   
266.71   266.43   315.35   314.53   
266.88   266.51   314.87   315.01   
