N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
255.57   257.52   303.03   301.93   
258.34   258.74   303.92   301.56   
257.83   257.63   303.95   301.49   
258.84   258.00   303.75   301.17   
258.46   258.33   303.54   301.32   
258.06   257.98   303.08   300.97   
258.04   257.92   303.03   301.21   
257.80   257.88   303.03   301.67   
257.66   257.12   303.58   301.03   
258.29   257.98   303.56   301.74   
257.71   258.55   303.24   301.44   
258.90   257.99   303.49   301.73   
258.58   258.44   303.31   301.60   
258.62   258.15   303.27   301.88   
258.57   258.03   303.08   301.51   
258.16   258.51   303.06   301.39   
258.35   258.98   303.81   301.83   
258.88   258.17   303.56   301.75   
258.08   258.82   304.14   302.02   
258.40   258.31   303.37   302.11   
258.61   258.22   302.92   301.50   
257.35   258.22   303.53   301.33   
258.76   258.51   303.62   301.68   
258.40   258.40   304.11   301.69   
257.83   257.97   303.62   301.82   
258.50   257.01   303.39   301.50   
257.68   257.53   303.39   300.79   
259.03   257.49   303.25   301.34   
258.89   257.09   302.66   301.44   
258.99   257.38   303.78   301.76   
258.57   258.34   303.45   301.93   
257.96   258.39   303.18   301.85   
258.31   258.80   302.88   301.72   
258.07   257.34   303.46   301.99   
258.66   258.10   303.97   301.30   
258.64   257.50   303.45   301.91   
257.95   258.34   302.75   301.84   
257.45   257.22   303.54   301.26   
257.03   256.86   303.55   300.96   
258.01   257.28   303.56   301.47   
256.81   257.65   303.55   301.40   
257.17   258.08   303.90   301.38   
255.53   257.35   303.78   301.85   
258.19   257.90   303.57   301.93   
257.87   256.67   303.84   302.01   
257.58   257.54   303.69   301.51   
257.54   257.32   303.85   301.86   
258.20   257.80   303.82   301.14   
257.65   258.16   303.58   302.05   
257.43   258.21   303.32   302.44   
258.13   258.05   303.99   300.97   
259.11   258.37   304.39   300.79   
258.84   257.32   303.44   301.04   
257.70   258.01   303.91   302.13   
258.22   257.98   303.72   302.18   
257.65   255.82   304.54   302.07   
257.31   257.16   304.21   302.18   
257.33   258.41   303.64   301.49   
256.89   257.02   303.73   302.50   
258.61   258.42   303.77   302.51   
257.02   258.13   303.88   301.27   
257.79   257.15   303.69   302.05   
255.85   257.34   303.07   301.63   
258.03   257.61   302.75   301.43   
258.29   257.96   304.03   302.38   
257.41   258.47   303.78   302.00   
258.83   256.84   304.73   301.89   
258.17   256.38   303.39   302.29   
256.68   257.44   302.51   302.28   
257.46   257.24   303.59   302.06   
257.12   256.61   304.20   301.60   
258.10   257.29   302.56   301.99   
257.98   257.36   303.89   302.32   
257.86   257.46   303.89   301.77   
258.62   256.65   304.13   301.89   
257.62   256.35   304.22   301.58   
258.86   258.23   304.24   301.11   
258.53   258.43   303.83   301.50   
257.83   257.35   303.88   301.35   
257.47   258.25   303.18   301.60   
257.18   257.07   304.07   302.03   
257.92   257.65   304.18   302.30   
257.41   257.40   304.29   301.92   
257.22   256.63   304.01   302.23   
257.18   257.68   303.81   301.86   
257.80   256.68   303.79   302.31   
257.53   258.22   303.94   301.72   
258.01   257.70   303.29   302.40   
257.38   256.77   303.70   302.07   
257.82   257.72   303.65   302.31   
258.25   257.57   304.63   301.87   
258.54   258.09   303.91   301.82   
257.17   257.41   303.63   301.51   
257.45   257.75   303.91   302.38   
256.46   257.04   304.02   300.88   
258.09   257.46   304.14   301.94   
257.49   257.29   303.95   301.54   
257.81   256.92   304.14   301.27   
258.14   257.47   303.71   302.20   
257.76   257.04   303.43   302.16   
