N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
30.98   30.99   32.85   32.72   
30.99   31.00   32.85   32.72   
31.00   31.00   32.85   32.73   
31.00   31.00   32.86   32.72   
30.99   30.99   32.85   32.73   
31.00   30.97   32.85   32.73   
30.99   30.99   32.86   32.73   
30.99   30.98   32.86   32.74   
30.99   30.98   32.85   32.74   
31.00   30.99   32.85   32.74   
31.00   30.98   32.85   32.73   
31.00   30.99   32.84   32.73   
31.00   31.00   32.78   32.68   
31.00   30.99   32.82   32.64   
30.94   30.84   32.84   32.68   
30.90   30.99   32.85   32.73   
30.98   31.00   32.73   32.72   
31.01   30.99   32.85   32.67   
30.92   30.99   32.85   32.73   
30.98   30.99   32.85   32.72   
30.94   30.97   32.85   32.73   
30.92   30.93   32.85   32.69   
31.00   31.00   32.79   32.74   
31.00   31.00   32.83   32.68   
30.95   31.00   32.82   32.73   
30.94   30.99   32.85   32.73   
30.98   30.98   32.82   32.73   
30.95   30.94   32.85   32.74   
30.99   31.00   32.79   32.70   
31.00   30.99   32.84   32.73   
31.00   31.00   32.83   32.70   
30.97   30.97   32.85   32.74   
30.92   30.95   32.85   32.73   
30.95   30.99   32.83   32.71   
31.00   30.98   32.85   32.73   
30.94   30.95   32.85   32.72   
31.00   31.00   32.79   32.72   
31.00   31.00   32.84   32.74   
31.00   31.00   32.85   32.72   
30.98   30.98   32.84   32.71   
31.00   30.97   32.85   32.74   
30.95   30.95   32.85   32.74   
30.98   30.98   32.84   32.71   
30.99   31.00   32.84   32.74   
30.97   30.97   32.86   32.74   
30.96   30.97   32.85   32.73   
31.00   31.00   32.81   32.73   
31.00   31.00   32.84   32.72   
31.00   30.99   32.85   32.74   
31.00   31.00   32.85   32.74   
31.00   31.00   32.85   32.74   
31.00   30.99   32.86   32.75   
30.99   31.00   32.85   32.73   
30.99   31.00   32.84   32.73   
31.00   31.00   32.84   32.73   
30.98   30.99   32.85   32.74   
30.98   30.98   32.86   32.74   
30.98   30.98   32.85   32.75   
30.98   30.98   32.86   32.74   
30.99   31.00   32.84   32.73   
30.99   31.00   32.85   32.73   
31.00   30.99   32.84   32.73   
31.00   31.00   32.86   32.74   
30.98   30.98   32.86   32.74   
30.98   30.98   32.85   32.74   
30.98   30.98   32.85   32.73   
31.00   30.99   32.82   32.72   
31.00   31.00   32.82   32.73   
31.00   31.00   32.84   32.74   
31.00   31.00   32.85   32.74   
31.00   31.00   32.86   32.74   
31.00   30.99   32.85   32.73   
31.00   30.99   32.85   32.73   
31.00   31.00   32.85   32.72   
31.00   31.00   32.85   32.73   
31.00   31.00   32.85   32.74   
30.97   30.99   32.86   32.74   
30.97   30.99   32.86   32.74   
30.98   30.98   32.86   32.74   
31.00   31.00   32.85   32.73   
31.00   30.99   32.85   32.73   
31.00   30.99   32.85   32.72   
31.00   31.00   32.85   32.74   
30.98   30.98   32.86   32.74   
30.99   30.98   32.86   32.74   
30.98   30.99   32.86   32.74   
31.00   31.00   32.83   32.73   
31.00   31.00   32.83   32.72   
31.00   31.00   32.82   32.72   
31.00   31.00   32.86   32.75   
31.00   31.00   32.85   32.75   
31.00   31.00   32.86   32.74   
31.00   31.00   32.86   32.73   
30.99   31.00   32.85   32.72   
31.01   30.99   32.85   32.73   
30.99   31.00   32.85   32.73   
30.98   30.99   32.86   32.74   
30.98   30.98   32.86   32.74   
30.98   30.98   32.86   32.74   
30.98   30.99   32.86   32.74   
