N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
150.75   150.60   182.00   181.75   
150.86   150.36   182.47   181.62   
150.56   150.97   182.00   182.01   
151.28   151.01   182.08   181.63   
151.25   151.30   182.30   182.04   
150.40   150.81   182.09   182.12   
150.99   151.09   181.90   182.19   
151.02   150.82   182.22   182.00   
151.04   150.42   181.92   182.37   
150.96   150.94   181.97   182.22   
150.63   150.82   182.24   182.30   
151.07   150.81   181.96   182.39   
150.64   150.67   182.37   182.04   
150.53   151.00   182.30   182.13   
151.35   150.29   182.14   182.00   
151.20   150.92   182.43   182.04   
151.06   151.02   182.41   182.22   
150.52   150.85   182.31   181.66   
151.13   151.12   182.18   182.24   
151.39   150.43   182.24   182.17   
151.18   150.76   182.21   182.15   
150.79   150.81   182.23   182.47   
150.97   150.99   182.34   182.20   
150.92   150.58   182.33   181.64   
150.91   150.77   182.33   182.02   
150.85   150.40   182.28   182.30   
151.28   150.74   182.20   182.15   
150.82   151.04   182.46   182.10   
151.21   150.93   182.39   182.51   
150.42   151.16   182.26   182.38   
151.22   150.65   182.41   182.02   
151.43   150.14   181.93   181.85   
150.76   150.60   182.44   182.20   
151.09   150.89   182.38   181.91   
151.20   151.39   182.41   182.13   
150.78   151.20   182.18   181.97   
150.98   150.97   182.33   182.27   
151.38   150.89   182.31   182.16   
150.86   150.57   182.14   182.33   
150.42   150.57   182.18   181.96   
151.27   150.71   182.30   182.39   
150.97   151.13   182.36   182.04   
150.43   150.76   182.35   182.06   
151.14   150.96   182.47   182.31   
150.81   150.92   182.60   182.07   
151.14   150.60   182.30   182.29   
150.90   151.02   182.27   182.15   
150.61   150.94   182.39   182.39   
150.89   151.15   182.34   182.36   
151.23   150.91   182.20   182.22   
150.61   150.66   182.25   182.06   
151.05   150.33   182.37   182.28   
150.90   150.30   181.90   182.43   
150.92   150.44   182.21   182.36   
150.65   150.78   182.13   182.24   
151.05   150.81   182.56   182.15   
151.16   151.01   182.23   182.25   
150.93   151.10   182.12   181.93   
151.39   150.47   182.25   182.30   
151.01   150.60   182.56   181.86   
151.33   150.76   181.94   182.28   
151.27   151.27   182.26   182.21   
151.05   151.17   182.41   182.32   
151.25   151.00   182.16   182.02   
151.11   150.75   182.34   182.01   
150.59   151.04   181.78   181.96   
151.21   150.85   182.15   181.44   
150.88   151.01   182.17   182.12   
150.84   151.14   182.51   182.43   
150.92   151.07   182.41   182.43   
151.15   150.89   182.63   182.43   
151.46   150.84   182.24   182.15   
150.99   151.13   182.57   182.50   
151.23   151.20   182.43   182.11   
151.16   150.65   182.53   182.37   
151.12   150.38   182.27   182.12   
151.08   150.96   182.19   182.27   
151.18   150.58   182.30   182.23   
150.94   151.00   181.87   182.07   
151.11   150.79   182.10   182.72   
150.66   150.64   182.20   182.45   
151.45   150.94   182.29   182.03   
150.93   151.10   182.22   182.38   
151.35   150.95   182.22   181.96   
151.09   150.85   182.11   182.27   
151.20   151.11   182.45   182.29   
150.81   150.87   182.34   182.43   
151.02   151.10   182.18   182.52   
151.19   150.89   182.54   181.91   
151.13   150.79   182.23   182.10   
150.99   150.94   182.44   182.05   
150.47   151.13   182.64   182.33   
150.73   150.86   182.40   182.47   
151.23   151.01   182.02   182.24   
151.20   151.00   182.35   181.98   
150.99   150.80   182.36   182.32   
150.78   151.27   182.29   182.09   
150.76   150.76   182.52   182.15   
150.97   150.44   182.25   182.11   
151.20   150.54   182.49   182.60   
