N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
103.01   103.23   118.53   118.68   
103.14   103.06   118.50   118.59   
103.04   103.20   118.71   118.56   
103.10   103.14   118.72   118.60   
102.87   103.33   118.87   118.52   
103.08   102.98   118.56   118.63   
103.09   103.14   118.72   118.58   
103.08   103.25   118.56   118.57   
103.10   103.10   118.78   118.63   
103.21   103.00   118.80   118.53   
103.27   102.90   118.74   118.59   
103.07   103.09   118.76   118.57   
103.24   103.14   118.64   118.56   
103.15   103.22   118.90   118.60   
102.96   103.12   118.70   118.55   
103.14   103.03   118.65   118.59   
103.29   103.28   118.51   118.81   
103.22   103.11   118.55   118.56   
103.31   103.11   118.75   118.59   
103.23   103.19   118.67   118.60   
102.99   103.00   118.84   118.86   
103.30   103.25   118.52   118.82   
103.11   103.19   118.81   118.75   
103.19   103.21   118.72   118.54   
103.12   103.24   118.60   118.85   
103.13   103.07   118.65   118.62   
103.33   103.15   118.75   118.60   
103.26   103.29   118.77   118.65   
103.12   103.04   118.91   118.52   
103.31   103.11   118.70   118.72   
103.08   103.34   118.79   118.78   
103.07   103.25   118.70   118.54   
103.27   103.35   118.54   118.54   
103.19   103.11   118.60   118.73   
103.09   103.18   118.57   118.72   
103.21   103.14   118.84   118.68   
103.07   103.24   118.60   118.70   
103.24   103.06   118.78   118.61   
103.27   102.97   118.76   118.60   
103.11   103.25   118.46   118.49   
103.24   103.09   118.63   118.56   
103.17   103.20   118.69   118.43   
103.12   103.05   118.55   118.56   
103.12   103.17   118.43   118.72   
103.03   103.06   118.74   118.54   
103.14   102.99   118.50   118.44   
103.24   103.07   118.73   118.62   
103.10   103.19   118.65   118.55   
103.17   103.09   118.61   118.57   
103.13   103.30   118.72   118.69   
103.17   103.12   118.69   118.67   
102.98   103.15   118.70   118.63   
103.06   103.03   118.60   118.66   
103.12   103.15   118.68   118.66   
103.09   103.42   118.51   118.83   
103.06   103.16   118.74   118.56   
103.04   103.05   118.59   118.53   
103.20   103.12   118.48   118.57   
103.14   103.10   118.82   118.55   
103.10   103.04   118.65   118.61   
103.20   103.22   118.74   118.81   
103.20   103.24   118.66   118.70   
103.11   103.15   118.70   118.72   
103.12   103.15   118.66   118.82   
102.96   103.33   118.87   118.56   
102.91   103.31   118.71   118.68   
103.22   102.90   118.76   118.46   
103.27   102.98   118.68   118.65   
102.95   103.22   118.69   118.59   
103.15   103.18   118.62   118.77   
103.17   103.23   118.72   118.52   
103.09   103.12   118.82   118.57   
103.33   103.16   118.52   118.57   
103.05   103.17   118.76   118.49   
103.07   103.08   118.55   118.73   
103.24   103.22   118.51   118.55   
103.28   103.35   118.90   118.40   
103.07   103.19   118.54   118.52   
103.06   103.03   118.54   118.53   
103.11   103.23   118.63   118.53   
103.14   103.09   118.77   118.40   
103.07   102.96   118.50   118.32   
102.91   103.09   118.64   118.55   
103.08   103.11   118.61   118.80   
103.07   103.33   118.58   118.62   
103.31   103.19   118.76   118.46   
103.23   103.22   118.61   118.65   
103.26   103.22   118.67   118.64   
103.13   102.96   118.67   118.64   
103.14   103.09   118.35   118.69   
103.12   103.12   118.69   118.42   
103.24   102.99   118.52   118.48   
103.07   103.20   118.63   118.73   
103.14   103.18   118.84   118.87   
103.12   103.03   118.60   118.64   
103.16   103.32   118.65   118.37   
103.16   103.16   118.46   118.67   
103.16   103.35   118.59   118.57   
103.05   103.19   118.82   118.65   
103.23   103.21   118.87   118.52   
