N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
96.54   96.62   112.00   111.91   
96.61   96.72   112.09   111.97   
96.54   96.55   112.00   111.99   
96.53   96.49   111.99   111.99   
96.57   96.69   111.99   111.83   
96.62   96.61   111.93   111.85   
96.53   96.57   111.98   111.98   
96.59   96.36   112.02   111.92   
96.74   96.61   111.86   111.92   
96.73   96.70   111.79   111.96   
96.67   96.65   112.09   111.99   
96.75   96.57   112.01   111.95   
96.67   96.66   111.96   111.97   
96.74   96.71   112.02   111.94   
96.73   96.60   111.97   111.93   
96.65   96.66   112.14   112.00   
96.78   96.71   111.99   111.94   
96.76   96.54   111.95   112.11   
96.67   96.60   111.99   112.01   
96.64   96.59   112.02   112.04   
96.78   96.68   112.01   112.06   
96.57   96.56   112.05   111.86   
96.77   96.54   111.96   111.89   
96.71   96.57   112.00   111.95   
96.72   96.54   112.09   111.89   
96.62   96.69   111.93   111.81   
96.63   96.54   112.01   111.92   
96.69   96.49   112.09   112.06   
96.59   96.59   111.92   111.89   
96.76   96.74   112.10   111.93   
96.76   96.52   112.01   111.89   
96.54   96.51   111.96   111.90   
96.75   96.59   112.22   111.90   
96.80   96.51   112.03   111.91   
96.60   96.69   112.02   111.90   
96.55   96.66   112.09   111.93   
96.68   96.51   112.14   111.95   
96.68   96.61   111.95   112.03   
96.65   96.63   111.97   111.86   
96.70   96.57   112.01   111.91   
96.58   96.57   112.05   111.83   
96.49   96.59   112.07   112.00   
96.72   96.57   112.02   111.93   
96.55   96.59   111.94   111.87   
96.63   96.50   112.02   111.89   
96.68   96.54   111.85   111.95   
96.78   96.64   111.88   111.91   
96.61   96.49   112.06   111.92   
96.69   96.65   112.03   112.03   
96.62   96.66   112.07   111.94   
96.53   96.67   112.01   111.88   
96.71   96.53   111.99   111.96   
96.68   96.60   111.89   111.87   
96.69   96.50   111.98   112.00   
96.58   96.60   112.03   111.97   
96.58   96.63   111.94   111.87   
96.61   96.48   112.02   111.86   
96.67   96.60   111.99   111.90   
96.71   96.56   112.00   111.86   
96.65   96.68   111.99   111.89   
96.70   96.66   112.03   111.93   
96.80   96.51   112.09   111.93   
96.70   96.67   111.93   111.90   
96.70   96.69   112.01   111.98   
96.70   96.60   111.94   111.90   
96.71   96.63   112.09   112.12   
96.70   96.70   111.93   111.90   
96.63   96.51   112.06   111.93   
96.71   96.62   111.98   111.98   
96.75   96.68   112.06   111.94   
96.65   96.71   111.98   111.96   
96.73   96.61   111.99   111.97   
96.54   96.56   112.17   111.85   
96.71   96.62   112.07   111.99   
96.57   96.73   111.91   111.87   
96.60   96.69   112.01   111.93   
96.64   96.68   111.95   111.83   
96.64   96.59   111.97   112.00   
96.71   96.52   111.95   111.99   
96.47   96.54   112.00   111.92   
96.73   96.51   111.90   111.93   
96.72   96.56   111.95   112.01   
96.62   96.76   111.96   111.80   
96.64   96.69   111.90   111.91   
96.63   96.58   112.03   111.93   
96.57   96.61   112.04   112.04   
96.64   96.64   112.07   111.91   
96.60   96.53   111.97   111.99   
96.59   96.61   112.08   111.94   
96.76   96.75   111.93   111.99   
96.54   96.73   112.04   112.01   
96.63   96.56   112.06   111.96   
96.54   96.53   112.06   111.99   
96.66   96.65   112.00   111.96   
96.64   96.58   112.06   112.00   
96.68   96.55   111.95   111.97   
96.78   96.60   112.05   111.97   
96.71   96.65   112.02   111.90   
96.72   96.74   112.02   111.93   
96.56   96.67   112.01   111.92   
