N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
66.48   66.55   75.71   75.49   
66.60   66.60   75.59   75.60   
66.59   66.56   75.63   75.50   
66.54   66.43   75.63   75.48   
66.55   66.51   75.60   75.54   
66.57   66.53   75.64   75.57   
66.54   66.56   75.65   75.52   
66.64   66.60   75.61   75.58   
66.50   66.50   75.69   75.60   
66.37   66.57   75.59   75.55   
66.51   66.55   75.62   75.51   
66.52   66.57   75.63   75.63   
66.49   66.55   75.63   75.53   
66.55   66.48   75.69   75.63   
66.55   66.55   75.69   75.50   
66.55   66.56   75.67   75.58   
66.57   66.52   75.60   75.49   
66.54   66.53   75.61   75.59   
66.56   66.55   75.72   75.55   
66.53   66.64   75.65   75.60   
66.51   66.69   75.58   75.54   
66.51   66.59   75.68   75.56   
66.58   66.54   75.69   75.55   
66.53   66.47   75.68   75.49   
66.52   66.43   75.57   75.63   
66.53   66.57   75.63   75.51   
66.58   66.47   75.51   75.61   
66.56   66.59   75.57   75.51   
66.54   66.56   75.61   75.53   
66.53   66.53   75.57   75.54   
66.58   66.52   75.66   75.56   
66.56   66.55   75.62   75.63   
66.52   66.53   75.69   75.52   
66.55   66.54   75.64   75.53   
66.52   66.47   75.64   75.51   
66.59   66.49   75.61   75.62   
66.57   66.48   75.72   75.52   
66.55   66.60   75.67   75.47   
66.50   66.61   75.65   75.50   
66.47   66.56   75.69   75.50   
66.54   66.61   75.62   75.54   
66.54   66.54   75.63   75.56   
66.57   66.56   75.62   75.55   
66.45   66.55   75.64   75.54   
66.56   66.58   75.64   75.49   
66.60   66.51   75.65   75.49   
66.51   66.54   75.65   75.54   
66.50   66.52   75.71   75.49   
66.53   66.57   75.64   75.46   
66.53   66.67   75.65   75.55   
66.55   66.57   75.66   75.52   
66.58   66.55   75.51   75.50   
66.57   66.60   75.59   75.54   
66.40   66.60   75.65   75.52   
66.48   66.53   75.48   75.54   
66.55   66.55   75.61   75.57   
66.52   66.50   75.67   75.50   
66.53   66.63   75.62   75.47   
66.57   66.58   75.60   75.49   
66.60   66.57   75.67   75.49   
66.43   66.54   75.66   75.60   
66.41   66.62   75.65   75.47   
66.50   66.53   75.68   75.54   
66.47   66.55   75.55   75.50   
66.45   66.49   75.65   75.52   
66.42   66.55   75.62   75.47   
66.47   66.52   75.60   75.52   
66.56   66.53   75.67   75.54   
66.54   66.51   75.67   75.53   
66.58   66.54   75.65   75.50   
66.46   66.73   75.63   75.52   
66.56   66.60   75.67   75.56   
66.47   66.54   75.70   75.51   
66.52   66.51   75.63   75.57   
66.51   66.55   75.62   75.55   
66.50   66.54   75.57   75.49   
66.55   66.51   75.66   75.47   
66.55   66.57   75.65   75.57   
66.44   66.60   75.62   75.53   
66.49   66.55   75.56   75.50   
66.63   66.58   75.70   75.50   
66.52   66.54   75.65   75.58   
66.55   66.58   75.70   75.56   
66.60   66.55   75.62   75.50   
66.51   66.56   75.63   75.50   
66.54   66.49   75.58   75.55   
66.53   66.55   75.63   75.41   
66.50   66.53   75.56   75.53   
66.51   66.67   75.65   75.56   
66.52   66.58   75.71   75.37   
66.48   66.58   75.43   75.56   
66.51   66.49   75.63   75.50   
66.45   66.54   75.57   75.61   
66.50   66.50   75.70   75.42   
66.48   66.55   75.63   75.49   
66.51   66.54   75.68   75.51   
66.49   66.56   75.67   75.55   
66.52   66.51   75.60   75.57   
66.50   66.58   75.60   75.53   
66.45   66.49   75.63   75.54   
