N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
239.34   241.00   294.02   291.47   
241.88   241.59   294.40   291.31   
241.79   241.02   294.59   291.59   
241.38   240.79   294.67   292.02   
241.84   241.26   294.72   291.41   
241.63   241.71   294.62   292.12   
241.94   240.96   294.58   291.11   
241.79   241.59   294.09   291.39   
241.61   241.08   293.93   291.19   
241.20   240.89   294.05   291.31   
241.96   240.73   294.44   291.30   
241.45   241.45   294.33   291.88   
242.09   241.54   294.29   292.04   
241.41   241.58   294.24   291.75   
241.80   241.05   294.56   291.88   
241.64   241.26   294.44   291.63   
241.71   240.94   294.28   291.38   
240.89   240.65   293.81   291.58   
241.22   241.13   294.17   291.37   
241.39   240.27   294.00   290.89   
240.86   239.57   294.02   291.00   
240.05   240.38   293.66   291.17   
240.28   240.14   293.73   289.89   
240.91   239.86   292.90   291.26   
240.59   240.55   293.82   291.62   
241.17   240.90   293.85   290.85   
241.37   240.91   294.06   292.03   
240.76   241.32   294.61   292.43   
241.31   240.89   294.72   292.12   
241.01   240.58   294.67   291.68   
241.06   241.12   293.95   292.05   
241.16   241.25   293.91   292.01   
241.48   240.73   292.98   290.67   
241.47   240.72   294.71   291.93   
240.87   240.87   294.11   292.58   
241.02   241.15   293.85   291.61   
241.67   241.11   294.21   292.32   
241.22   240.67   294.28   292.05   
241.51   241.52   294.18   292.03   
241.63   240.80   294.78   291.24   
241.74   240.65   294.44   292.05   
241.44   241.31   295.23   292.02   
240.84   240.77   294.44   291.78   
241.43   241.46   294.41   292.27   
241.61   241.09   294.80   292.20   
241.73   241.18   294.67   291.88   
241.71   241.22   294.89   291.44   
241.45   240.17   295.13   292.18   
241.84   240.78   294.72   291.95   
241.49   240.88   294.57   292.33   
241.32   240.83   294.66   291.53   
241.12   241.24   294.04   292.29   
241.50   241.19   294.68   292.34   
241.84   241.30   294.41   291.66   
241.24   240.90   294.23   291.58   
241.41   241.78   294.52   291.74   
241.60   240.92   295.15   291.51   
241.59   240.49   295.25   292.21   
241.39   240.69   294.65   292.53   
241.30   240.89   294.28   291.82   
241.65   241.08   294.19   291.84   
241.15   241.44   294.33   292.14   
241.64   241.11   294.61   292.51   
241.70   240.66   294.53   291.36   
241.57   240.98   294.31   292.41   
241.79   240.04   294.16   292.27   
241.36   240.42   293.91   291.81   
241.27   241.07   294.25   291.89   
241.48   240.99   293.60   291.96   
241.18   240.16   294.29   292.17   
241.23   240.82   294.49   291.63   
241.38   240.99   294.96   291.55   
241.12   240.53   294.69   291.46   
241.21   241.09   294.41   292.44   
241.01   240.83   294.00   291.27   
240.98   240.59   294.98   291.81   
241.11   240.73   294.41   291.66   
241.60   240.92   294.65   292.28   
241.21   240.79   294.31   292.14   
241.38   240.90   294.81   291.95   
241.04   241.19   294.66   291.50   
241.54   240.06   294.26   292.29   
241.26   241.11   294.44   291.82   
241.13   241.01   294.57   291.60   
241.62   239.95   294.66   291.90   
241.42   240.59   294.39   291.87   
241.67   241.00   294.24   291.05   
241.25   239.35   294.64   291.74   
241.53   240.87   294.39   291.82   
241.63   241.20   294.25   291.43   
241.54   241.08   294.77   292.02   
241.15   240.45   294.19   292.23   
241.15   240.46   294.56   292.20   
240.92   240.38   294.03   291.88   
241.50   240.58   294.46   291.91   
241.77   241.50   294.35   291.98   
241.39   240.08   294.17   291.34   
241.03   240.83   293.91   291.83   
241.25   240.78   294.42   291.97   
241.03   240.58   294.63   291.51   
