N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
245.90   247.07   305.80   303.42   
247.74   247.39   306.18   302.80   
247.15   246.62   305.67   303.30   
248.06   247.63   306.21   303.05   
247.91   247.59   306.04   302.80   
247.02   247.04   306.17   303.00   
247.01   246.88   305.80   303.47   
247.61   246.93   306.48   303.05   
245.80   246.58   306.35   303.22   
247.84   247.52   306.02   303.15   
247.69   247.08   306.42   303.64   
247.84   247.18   305.80   302.20   
247.65   247.44   306.30   302.51   
248.15   247.22   306.00   302.94   
247.76   245.99   306.22   302.63   
247.73   247.00   306.20   302.62   
247.26   247.32   306.14   302.75   
247.37   246.39   305.96   302.22   
247.25   247.47   305.31   302.05   
247.17   247.02   305.08   302.55   
246.86   246.46   305.88   301.64   
247.23   246.20   306.02   302.87   
247.45   245.65   306.05   301.97   
246.95   247.84   306.66   302.48   
248.11   246.31   306.08   302.94   
246.66   246.32   306.38   303.44   
247.92   247.95   305.32   302.16   
248.08   247.28   305.08   302.18   
248.33   247.38   306.04   303.44   
247.33   247.09   305.50   302.63   
248.30   247.33   305.04   300.40   
247.97   246.43   305.80   302.85   
248.35   247.41   305.86   302.73   
247.71   247.88   306.26   303.06   
248.26   247.79   305.66   302.96   
247.88   247.26   305.32   303.23   
247.76   247.71   305.80   302.72   
247.90   248.24   305.65   302.95   
247.69   247.84   305.88   302.77   
247.27   248.00   306.20   302.30   
246.93   247.01   306.37   302.89   
248.19   247.49   305.62   302.68   
247.04   247.35   305.43   303.01   
247.93   247.83   305.57   302.86   
248.23   247.52   305.28   302.54   
247.01   248.00   305.98   303.20   
247.26   247.94   306.01   303.21   
248.11   247.40   306.63   302.40   
247.82   247.79   305.57   303.65   
247.60   247.64   305.64   302.63   
247.49   247.57   305.61   303.35   
248.08   247.90   305.88   302.83   
247.73   247.36   306.04   302.79   
248.11   247.48   305.65   303.66   
248.40   247.69   306.54   302.69   
247.65   247.34   306.03   302.77   
246.96   247.13   305.67   302.73   
246.89   247.74   306.02   303.49   
248.08   247.47   306.46   303.35   
247.61   247.56   305.77   302.47   
247.47   247.62   306.25   303.07   
247.74   247.34   305.76   302.71   
247.46   247.47   306.01   302.79   
247.32   247.15   305.69   303.38   
247.89   247.64   306.36   303.16   
246.83   247.74   305.83   302.41   
247.59   247.44   305.11   303.08   
248.31   247.39   305.28   303.04   
246.16   246.70   305.81   301.50   
247.90   248.03   305.77   303.12   
246.92   247.62   305.52   302.40   
247.80   247.71   306.10   302.20   
247.40   246.97   305.89   302.68   
247.26   246.81   305.80   302.59   
247.80   247.64   306.09   303.30   
247.46   247.74   305.52   303.23   
247.89   246.36   305.74   302.41   
247.82   247.11   305.98   302.74   
247.84   247.88   306.24   303.68   
248.16   247.22   306.12   303.11   
247.67   247.44   305.66   302.67   
247.71   248.14   306.76   302.98   
248.15   247.35   306.23   303.24   
247.70   247.99   305.86   302.93   
248.10   247.70   305.10   303.39   
247.76   247.77   305.39   302.64   
248.20   246.82   305.94   302.75   
247.93   247.77   305.33   302.91   
247.68   247.68   305.50   302.18   
248.38   247.62   305.74   302.67   
248.02   247.52   305.63   302.93   
247.66   247.45   305.31   302.44   
247.98   247.65   306.25   302.75   
248.17   247.35   306.10   303.06   
247.67   247.89   305.76   302.98   
248.22   247.87   305.45   302.25   
248.34   247.99   306.05   302.76   
247.77   247.87   305.56   302.85   
247.70   247.56   305.69   303.34   
247.92   247.65   305.75   302.54   
