N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
234.09   235.45   290.01   287.67   
235.89   234.71   289.83   287.78   
236.52   234.97   290.42   287.63   
235.43   235.06   290.05   287.85   
235.74   235.08   289.99   287.29   
236.55   235.81   289.89   288.09   
235.55   235.47   290.25   287.69   
236.64   236.15   289.76   287.58   
235.06   235.33   290.00   287.63   
235.56   235.34   290.09   288.01   
236.18   235.26   290.03   287.78   
235.99   234.53   290.44   287.83   
235.03   235.70   289.54   288.04   
235.54   234.98   290.30   287.50   
234.88   235.24   290.49   287.63   
235.42   235.14   290.39   287.58   
236.44   234.97   290.26   288.17   
236.25   235.90   290.06   288.40   
236.39   236.26   290.02   288.26   
236.74   235.57   290.81   287.80   
235.68   235.39   290.32   288.05   
235.92   236.38   290.22   287.73   
235.61   235.44   290.02   287.05   
235.63   234.81   290.46   287.97   
235.79   235.83   289.60   286.37   
236.06   235.81   289.57   287.87   
236.59   235.67   288.40   287.70   
235.83   236.52   290.32   287.70   
236.81   235.31   290.40   287.66   
236.77   236.44   289.76   287.38   
237.14   235.27   289.61   287.71   
236.93   235.09   290.09   288.31   
237.08   236.54   289.94   287.65   
235.95   236.10   289.97   288.18   
236.19   235.33   290.50   287.63   
236.73   236.08   290.02   287.73   
236.09   236.19   289.81   287.80   
235.48   235.78   290.44   287.09   
236.63   235.70   290.30   287.89   
236.92   235.98   289.28   287.79   
236.89   236.12   290.22   287.73   
236.38   235.79   290.60   287.65   
236.68   235.52   290.27   287.59   
235.74   235.55   290.20   287.97   
236.18   235.56   290.05   287.79   
236.00   235.51   289.40   287.64   
236.11   236.06   290.25   287.99   
236.96   236.56   290.47   288.00   
237.20   236.25   289.94   287.94   
235.79   236.62   290.39   288.33   
236.29   235.81   290.10   288.12   
235.70   236.05   289.89   287.79   
236.68   235.21   289.61   288.02   
235.96   235.97   290.82   287.62   
236.21   235.80   290.05   287.23   
237.28   236.00   290.00   287.85   
236.84   235.67   290.79   287.79   
236.78   235.48   290.49   287.44   
235.52   235.62   290.45   287.56   
236.15   235.92   289.89   288.10   
236.77   235.78   290.56   287.62   
237.36   235.42   290.50   287.74   
235.99   236.06   290.43   287.86   
236.44   235.42   290.47   288.05   
236.54   235.71   290.49   287.95   
235.64   235.03   289.47   287.93   
236.48   235.75   290.14   287.70   
236.82   235.74   290.34   288.28   
237.36   236.33   289.86   288.19   
236.48   236.44   290.35   287.58   
236.83   236.05   289.93   287.92   
236.18   235.96   289.76   288.54   
236.76   235.70   289.82   287.99   
236.24   236.24   290.46   287.95   
236.54   236.32   290.11   287.81   
236.63   236.07   290.46   287.73   
236.53   236.31   290.05   288.06   
236.02   236.13   290.28   287.94   
235.68   236.04   289.63   287.18   
237.74   235.74   290.26   287.42   
236.98   236.13   289.91   287.52   
236.29   235.95   290.08   287.68   
237.39   235.73   290.25   288.18   
235.99   235.35   290.44   287.85   
235.55   236.04   289.94   287.63   
235.92   236.45   290.53   286.98   
236.75   235.48   289.22   287.86   
235.88   237.03   290.54   287.88   
236.52   235.88   290.45   288.06   
236.02   236.02   290.43   288.04   
236.86   236.02   290.74   288.49   
236.67   236.38   289.77   288.04   
236.24   235.39   290.03   288.35   
236.23   236.39   290.14   287.75   
236.23   235.59   290.10   287.82   
236.30   235.85   290.45   288.10   
236.11   236.67   290.34   288.49   
237.02   235.79   290.72   287.98   
236.19   235.52   290.13   287.91   
236.16   235.96   289.22   288.04   
