N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
264.61   268.41   311.54   312.14   
267.58   268.36   312.89   311.41   
267.78   265.51   310.38   311.30   
267.89   268.28   312.33   312.26   
268.00   267.61   312.31   311.81   
269.17   268.10   311.59   311.42   
268.52   267.82   312.67   310.50   
268.73   267.87   311.99   311.53   
267.80   265.24   311.96   311.35   
267.49   268.23   312.36   311.87   
267.75   268.37   312.55   312.18   
268.00   268.75   312.15   312.53   
267.17   268.15   312.89   312.12   
268.54   268.03   311.65   311.85   
268.01   268.62   312.76   311.57   
266.90   267.83   312.35   312.27   
267.79   267.42   312.86   312.60   
267.11   267.78   312.38   312.19   
267.47   267.69   312.78   311.62   
267.90   268.03   312.31   311.50   
268.01   267.74   312.65   312.10   
267.28   267.74   313.28   311.80   
267.41   268.23   312.48   312.18   
267.42   268.07   312.69   311.44   
267.79   267.58   312.34   312.13   
267.92   267.97   312.29   311.76   
268.15   267.37   312.63   312.16   
267.96   267.96   312.83   311.39   
267.94   267.94   313.13   312.12   
268.03   267.97   312.53   312.35   
267.43   268.28   313.12   311.92   
268.19   267.96   312.19   311.46   
268.16   268.18   312.84   312.16   
268.61   267.15   312.84   312.17   
268.03   268.37   312.56   311.42   
267.79   267.52   313.05   312.20   
267.26   268.57   312.82   312.19   
268.09   268.46   312.84   311.80   
267.48   267.73   311.49   311.68   
267.78   267.97   312.50   312.47   
267.23   267.45   311.96   311.52   
267.93   268.34   313.00   312.01   
266.86   267.81   312.17   311.76   
268.53   267.77   312.32   311.53   
267.62   268.21   312.73   312.08   
268.62   268.69   312.91   311.57   
267.32   268.10   312.34   312.24   
267.61   268.60   312.24   311.86   
268.01   267.65   312.25   311.93   
268.13   267.89   312.94   311.98   
268.51   268.34   312.25   311.90   
267.41   267.46   311.53   311.58   
268.60   267.17   312.74   311.83   
267.59   267.35   312.54   312.13   
267.52   268.58   312.08   312.08   
267.57   267.50   313.06   311.64   
268.26   267.52   312.11   311.79   
267.44   267.84   312.44   312.11   
267.94   267.29   312.14   311.46   
267.90   267.64   311.93   311.87   
268.15   267.23   312.89   312.18   
267.96   268.22   312.30   311.86   
268.16   268.23   313.39   311.64   
268.37   268.35   312.48   312.05   
267.26   267.73   312.48   312.07   
268.33   267.20   312.62   311.47   
267.72   267.90   312.53   311.73   
267.85   267.87   312.35   312.09   
267.54   268.25   311.99   312.26   
267.82   267.63   312.47   311.08   
268.10   268.00   312.24   311.79   
268.49   268.12   312.30   311.76   
267.58   268.17   312.23   311.82   
268.32   267.21   312.25   311.89   
268.49   267.76   312.34   311.82   
268.70   267.64   312.94   312.20   
267.85   268.49   312.68   311.55   
267.58   268.06   312.85   312.24   
267.32   268.95   312.47   312.03   
267.80   268.35   312.68   311.94   
267.73   268.74   312.29   312.12   
268.05   268.32   312.49   311.54   
268.49   268.25   312.50   311.81   
267.29   267.52   312.38   312.09   
262.51   267.69   312.66   312.36   
268.12   267.74   312.39   311.65   
268.24   268.16   312.92   311.58   
267.01   268.26   312.37   311.59   
268.24   267.59   312.69   312.20   
267.51   267.80   312.48   311.96   
267.63   267.41   312.66   312.20   
267.55   267.86   312.24   311.92   
266.93   267.72   312.04   311.45   
267.41   267.90   312.96   311.90   
267.53   268.78   312.11   312.22   
267.31   268.57   312.16   311.87   
267.85   268.48   312.99   312.26   
268.01   267.11   312.30   310.63   
267.57   268.75   312.35   312.60   
268.54   267.90   312.42   312.04   
