N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
178.34   178.70   218.53   218.13   
178.36   178.38   218.56   218.13   
178.73   178.31   218.32   218.54   
178.69   178.51   218.40   217.76   
178.54   178.19   218.48   218.66   
178.09   178.50   218.38   217.59   
178.39   178.42   218.18   217.90   
178.69   178.38   218.61   217.62   
178.77   178.21   218.36   217.48   
178.31   178.32   218.39   218.35   
178.19   178.13   218.88   217.45   
178.41   178.25   218.57   218.31   
178.68   178.22   218.55   217.97   
178.23   178.48   218.51   218.15   
178.44   178.18   218.48   218.17   
178.41   178.12   218.65   218.21   
178.45   178.28   218.46   217.95   
178.39   178.35   218.38   218.26   
178.81   178.41   218.33   217.49   
178.23   177.79   218.36   217.51   
177.49   177.84   217.78   217.88   
178.19   178.37   218.43   218.18   
178.90   178.31   218.37   218.00   
178.25   178.25   218.34   217.68   
178.68   178.35   218.10   217.55   
178.59   178.51   218.04   218.43   
178.46   178.56   218.21   218.24   
178.87   178.55   217.63   217.86   
178.60   178.59   218.52   218.00   
178.55   178.33   218.57   218.54   
178.33   178.16   218.49   218.18   
178.60   178.43   218.62   218.00   
178.69   178.54   218.42   217.66   
178.40   178.56   218.71   218.13   
178.57   178.45   218.38   217.92   
178.98   178.38   218.90   218.49   
178.36   178.36   218.64   218.42   
178.57   178.55   218.57   218.13   
178.58   178.57   218.42   218.09   
178.68   178.64   218.62   218.27   
178.67   178.42   218.87   218.42   
178.25   178.31   218.53   218.50   
178.47   178.38   218.96   218.08   
178.63   178.37   218.74   218.08   
178.88   178.54   218.16   217.83   
178.14   178.36   218.86   218.20   
178.33   178.26   218.37   217.92   
177.42   178.00   218.69   218.19   
178.49   178.69   218.79   218.06   
178.41   178.32   217.99   218.03   
178.85   178.22   218.36   218.09   
178.51   178.20   217.79   218.52   
178.30   178.41   218.65   218.22   
178.45   178.29   218.67   217.85   
178.45   178.26   218.52   218.15   
178.65   178.02   218.45   217.96   
178.19   178.62   218.94   218.57   
178.06   178.22   218.29   218.32   
178.84   178.48   218.46   218.53   
178.46   178.37   218.73   217.52   
178.70   178.24   218.60   218.00   
179.17   178.14   218.70   218.18   
178.59   178.52   218.57   218.22   
178.31   178.30   218.58   217.81   
178.44   178.43   218.71   218.45   
178.50   178.43   218.79   218.41   
178.05   178.68   218.98   218.10   
178.35   178.26   218.15   218.30   
179.00   178.34   218.82   218.13   
178.38   178.72   218.37   218.25   
178.34   178.61   218.43   218.30   
178.68   178.21   218.68   218.33   
178.75   177.64   218.60   218.34   
178.02   178.43   217.65   218.29   
178.70   178.46   218.61   218.17   
178.51   178.43   217.54   218.03   
178.20   178.46   218.53   218.01   
178.48   178.42   218.95   218.28   
178.65   178.36   218.68   218.42   
178.71   178.32   218.30   218.08   
178.48   178.67   218.51   217.66   
178.75   178.19   218.95   218.24   
178.45   178.34   218.69   218.34   
178.86   178.47   218.00   218.23   
178.24   178.29   218.93   217.97   
179.02   178.40   218.78   217.88   
178.80   178.01   218.72   218.51   
178.39   178.58   218.84   218.12   
178.55   178.23   218.97   218.29   
178.10   178.00   218.56   218.35   
178.67   178.27   218.64   217.89   
178.24   178.60   218.21   218.32   
178.54   178.29   218.19   217.90   
178.66   178.52   218.70   218.27   
178.84   178.38   218.79   218.31   
178.30   178.44   218.76   218.33   
178.49   178.39   218.86   218.49   
178.44   178.47   218.65   218.35   
178.55   178.29   218.56   218.20   
178.32   178.53   218.57   217.47   
