N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
249.22   250.60   303.76   301.71   
251.22   250.26   304.11   301.62   
250.87   250.41   304.47   302.17   
251.84   250.24   304.72   302.06   
250.85   250.54   304.70   301.58   
251.09   250.70   304.81   302.46   
250.72   250.28   304.51   301.92   
250.93   250.65   304.40   302.09   
250.89   249.13   304.57   301.13   
250.97   250.71   304.35   301.52   
251.39   250.26   304.83   302.03   
251.24   250.63   304.19   301.44   
251.21   250.92   304.48   301.29   
251.60   250.95   304.27   301.04   
251.67   250.41   304.28   301.74   
251.66   251.45   304.47   301.56   
251.51   251.48   304.76   301.78   
251.25   250.65   304.81   301.60   
250.98   250.82   304.31   302.19   
251.56   250.37   304.95   302.25   
250.93   250.42   305.29   300.55   
251.27   250.69   304.90   302.08   
251.42   250.89   303.87   303.20   
250.78   250.21   305.19   302.21   
251.22   250.01   303.77   302.52   
250.68   250.05   304.83   302.55   
250.70   249.72   306.03   302.94   
250.55   250.71   305.27   302.75   
250.36   250.22   305.85   303.07   
250.76   250.02   305.09   304.08   
250.44   250.22   305.52   301.39   
250.57   249.87   305.48   303.99   
250.61   250.32   304.64   303.33   
250.79   250.64   305.89   302.82   
250.86   250.10   306.12   303.43   
250.13   250.24   305.84   303.33   
250.58   250.28   305.99   303.04   
250.55   250.25   306.14   303.22   
250.92   250.32   305.88   302.49   
250.61   250.49   305.73   302.94   
250.85   249.95   306.26   303.39   
251.03   250.29   306.18   303.32   
250.41   250.70   306.05   302.49   
250.96   250.08   306.37   303.19   
250.38   250.07   306.06   303.02   
250.97   250.51   305.75   303.15   
251.03   250.33   306.19   303.52   
250.62   250.62   306.87   302.28   
250.56   250.51   305.40   303.28   
251.06   249.98   305.82   303.85   
250.83   250.43   305.97   302.68   
251.06   250.45   305.15   303.26   
251.01   250.56   306.25   302.57   
250.59   249.88   306.20   303.63   
250.19   250.38   306.27   302.89   
250.66   250.30   305.95   303.44   
251.13   250.40   306.50   302.75   
251.00   250.70   306.31   303.22   
250.73   250.35   305.96   303.15   
250.81   250.39   306.16   303.23   
250.84   250.14   306.04   303.05   
250.73   250.73   306.04   302.92   
250.50   249.77   306.34   303.11   
250.83   250.22   305.76   303.28   
250.69   250.84   306.28   302.69   
250.54   250.38   306.24   303.03   
250.90   250.02   306.02   303.07   
251.14   250.21   305.74   302.90   
250.89   250.11   305.66   303.30   
250.85   248.63   306.12   303.41   
250.68   250.57   305.92   303.29   
250.83   250.20   306.23   303.01   
250.39   250.50   305.72   302.88   
250.53   250.48   305.75   302.53   
250.65   250.51   306.43   303.28   
250.74   250.54   306.01   303.74   
250.98   249.94   305.54   302.90   
250.69   250.24   305.83   303.14   
251.11   249.90   305.80   302.95   
251.38   250.14   305.91   303.10   
250.53   250.63   305.69   302.50   
250.89   250.35   306.57   303.23   
250.34   250.20   306.27   302.96   
251.40   250.83   306.26   302.65   
250.69   250.30   305.54   302.84   
250.34   250.88   306.17   303.39   
250.32   249.89   306.60   303.91   
250.63   250.25   306.46   303.25   
250.50   250.64   306.03   302.87   
250.97   250.70   306.06   303.17   
250.24   250.03   305.83   303.18   
250.90   250.46   306.28   303.77   
250.75   250.96   306.55   303.14   
250.78   250.33   305.78   303.67   
250.89   249.97   305.96   303.54   
251.11   250.16   306.49   302.66   
250.77   250.91   306.57   303.26   
250.93   250.36   306.48   302.60   
250.63   250.37   306.18   302.96   
250.57   250.70   305.58   302.84   
