N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
152.46   152.40   185.87   185.65   
152.32   152.30   185.79   185.87   
152.71   152.56   185.85   185.65   
152.11   152.34   186.07   185.99   
152.50   152.46   186.08   185.40   
152.69   152.72   186.17   185.64   
152.70   152.37   185.81   185.93   
152.54   152.38   186.18   185.78   
152.56   152.25   186.01   185.92   
152.55   152.83   185.89   186.10   
152.93   152.19   186.20   185.79   
151.91   152.59   186.08   185.89   
152.83   152.48   185.92   185.90   
152.57   153.13   186.02   185.72   
152.67   152.63   185.98   186.16   
152.89   152.94   186.25   185.76   
152.67   152.57   186.08   185.87   
152.82   152.36   186.09   186.00   
152.55   152.51   185.90   185.83   
152.22   152.44   186.23   185.86   
152.59   152.34   185.78   185.84   
152.86   152.54   185.82   186.03   
152.76   152.40   186.08   185.33   
152.88   152.64   186.02   185.92   
152.76   153.27   185.81   186.04   
152.58   152.88   186.06   186.02   
152.15   152.41   186.15   186.00   
152.65   152.40   186.12   185.75   
152.69   153.05   186.11   185.84   
152.80   152.57   186.02   186.10   
152.65   152.65   185.93   185.90   
152.62   152.64   185.77   185.98   
152.47   153.03   186.10   185.79   
152.63   152.58   185.62   185.85   
152.67   152.24   186.11   186.13   
152.78   152.63   185.73   185.98   
152.50   152.37   185.74   185.90   
152.71   152.33   186.10   185.75   
152.70   152.31   185.83   185.86   
152.64   152.53   185.91   185.95   
152.65   152.46   185.96   185.80   
152.12   152.06   186.08   185.62   
152.38   152.29   186.03   186.03   
152.56   152.18   186.22   185.77   
152.63   152.04   185.65   185.80   
152.24   151.82   186.26   185.76   
152.33   152.43   186.01   185.75   
152.55   152.24   185.62   185.75   
152.00   152.23   185.83   185.94   
152.51   152.08   185.77   185.57   
152.74   152.56   186.05   185.62   
152.25   151.95   185.58   186.02   
152.37   152.43   185.82   185.59   
152.44   152.41   186.02   185.82   
152.72   152.19   185.92   185.97   
152.65   152.27   185.63   185.46   
152.57   152.43   186.11   186.07   
152.66   152.59   185.91   185.57   
152.84   152.54   185.71   185.88   
152.43   152.37   186.08   185.60   
152.63   152.53   185.80   185.53   
152.69   152.50   185.96   185.90   
152.42   152.34   185.71   185.74   
152.60   152.28   185.62   185.71   
152.73   152.59   185.86   185.50   
152.60   152.36   185.60   185.72   
152.44   152.59   186.11   185.74   
152.61   152.33   185.96   185.72   
152.28   152.62   186.27   185.88   
152.28   152.37   186.01   185.75   
152.51   152.70   186.02   185.79   
152.58   152.69   185.68   186.14   
152.47   152.12   185.83   185.73   
152.47   152.62   185.72   185.57   
152.68   152.24   185.80   185.70   
152.42   152.74   186.17   185.86   
152.75   152.10   185.97   185.60   
152.59   152.39   185.82   185.94   
152.85   152.71   185.77   185.92   
152.66   151.97   186.15   185.54   
152.27   152.48   185.71   185.86   
152.55   152.43   186.04   185.83   
152.40   152.13   186.08   185.80   
152.42   152.23   186.34   185.87   
152.49   152.56   185.89   185.89   
153.00   152.33   186.06   185.72   
152.57   152.17   186.18   185.80   
152.40   152.72   186.03   185.64   
152.86   152.34   185.74   185.84   
152.15   152.32   186.04   185.70   
152.69   152.80   185.62   185.82   
152.51   152.62   185.58   185.88   
152.55   152.29   185.90   185.57   
152.60   152.37   185.98   186.11   
152.75   152.63   185.75   185.77   
152.37   152.34   185.95   185.74   
152.31   152.30   185.93   185.95   
152.47   152.53   185.90   185.38   
152.47   152.50   185.97   185.81   
152.61   152.70   185.95   185.63   
