N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
243.40   245.27   302.39   299.16   
246.18   245.15   302.54   299.50   
245.70   245.01   302.52   298.97   
246.10   244.99   303.07   299.35   
245.74   245.69   302.48   299.76   
246.58   244.90   302.90   299.67   
245.69   245.27   302.70   299.14   
245.64   245.07   302.79   299.58   
245.59   244.95   302.47   299.13   
245.06   245.02   302.48   299.48   
245.61   244.90   302.74   299.38   
244.92   245.74   302.89   299.15   
245.50   245.58   302.83   299.70   
245.66   244.63   302.36   299.45   
245.51   245.64   302.63   299.60   
245.30   245.28   302.94   299.08   
245.05   245.16   302.64   299.39   
243.68   244.77   302.92   299.67   
245.00   244.98   302.69   299.62   
245.39   244.62   302.40   299.59   
245.15   245.38   302.74   299.48   
245.85   244.93   302.57   299.55   
245.00   244.20   302.38   298.83   
245.66   245.11   302.51   299.51   
245.87   244.92   302.69   299.65   
245.93   244.98   303.01   299.96   
244.87   244.95   302.43   299.82   
245.18   244.80   302.88   299.87   
245.39   245.04   302.78   299.88   
244.60   245.27   302.92   300.03   
245.13   245.26   302.68   300.31   
246.03   244.57   302.85   299.72   
245.30   244.57   302.47   299.64   
245.27   245.54   302.52   299.58   
244.87   244.72   302.66   299.81   
244.23   245.37   302.51   299.54   
245.56   244.95   302.96   299.41   
245.84   245.01   302.61   299.85   
245.79   244.88   302.58   299.80   
245.19   244.40   302.81   299.78   
245.46   245.04   302.96   299.85   
245.10   245.48   302.94   299.42   
245.78   244.85   303.09   299.31   
245.24   245.27   302.53   300.13   
245.33   245.52   302.54   299.67   
244.83   244.84   302.81   298.93   
245.45   244.48   302.72   299.41   
245.82   244.05   303.10   299.87   
245.40   244.66   302.90   299.49   
245.75   245.23   302.46   299.99   
245.32   245.37   303.42   300.05   
245.31   245.08   303.38   299.83   
244.91   244.41   302.81   300.27   
245.42   245.25   302.90   299.55   
245.71   245.48   303.27   300.26   
246.16   245.41   303.00   299.72   
245.73   245.57   303.14   300.16   
245.76   245.52   303.48   300.26   
245.72   245.62   302.91   300.07   
244.98   245.31   303.47   300.02   
246.14   245.40   303.48   300.25   
245.63   245.31   303.62   300.27   
246.08   244.70   302.90   299.85   
245.98   244.96   303.16   300.50   
245.43   244.84   302.84   300.58   
245.25   244.73   303.15   300.02   
245.31   245.10   302.79   300.17   
245.62   244.61   303.12   299.96   
244.89   245.03   302.93   299.94   
245.40   245.25   303.17   299.75   
245.79   245.24   303.66   299.97   
245.44   244.75   303.84   300.02   
245.75   245.42   302.94   299.76   
245.23   245.71   303.25   300.42   
245.44   244.51   303.54   299.67   
245.90   245.11   302.79   299.64   
245.97   244.86   303.86   299.87   
246.50   245.28   303.17   300.39   
245.52   245.67   302.95   300.16   
245.44   245.61   303.04   300.13   
245.86   245.00   303.23   300.18   
245.87   245.08   303.05   300.01   
245.60   244.31   303.00   300.24   
245.47   244.44   302.93   300.04   
245.73   245.24   303.07   299.68   
245.64   244.83   303.18   299.84   
245.21   245.24   302.38   299.70   
245.62   245.08   303.08   300.02   
245.34   245.33   302.75   300.09   
245.74   244.65   303.76   300.26   
245.63   245.09   303.36   300.11   
245.71   245.16   303.20   299.47   
245.77   244.67   303.40   300.40   
245.74   244.88   303.05   300.31   
245.69   244.73   303.06   300.34   
245.62   245.47   302.86   300.26   
245.57   244.89   302.87   300.64   
245.43   245.13   302.78   300.28   
245.44   245.25   302.94   300.64   
245.61   244.79   303.01   300.14   
