N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
185.30   185.62   226.56   226.31   
185.87   185.72   226.92   226.23   
186.07   185.64   226.59   226.24   
185.86   185.50   227.01   226.37   
186.05   185.84   227.11   226.40   
185.56   185.95   227.03   226.47   
186.15   185.62   226.77   226.40   
185.48   185.79   226.49   226.23   
185.86   185.48   226.85   226.27   
186.26   185.81   226.17   226.19   
186.00   185.82   226.94   226.27   
186.25   185.79   227.13   225.76   
185.94   185.59   226.56   225.69   
185.96   185.76   226.43   225.65   
185.94   185.70   226.47   226.18   
186.02   185.92   226.93   226.07   
186.04   185.66   226.84   225.93   
185.92   185.58   226.53   226.08   
186.19   185.94   226.69   226.45   
186.09   185.63   226.97   226.25   
186.16   185.80   226.29   226.13   
186.06   185.21   226.92   226.26   
186.02   186.13   226.87   226.27   
185.53   185.76   227.17   226.53   
186.06   185.56   226.87   226.27   
184.95   185.46   227.03   225.81   
186.00   185.51   226.78   226.56   
185.95   185.71   227.02   226.22   
186.11   185.66   226.58   226.02   
185.91   185.65   226.77   226.28   
185.88   185.68   227.15   226.34   
186.04   185.83   226.82   226.25   
185.80   185.24   227.05   225.78   
185.86   185.50   226.76   226.22   
185.47   185.55   226.96   226.59   
185.91   185.69   226.79   226.21   
185.81   185.66   226.87   226.39   
186.00   185.65   227.01   226.25   
185.89   185.65   226.83   226.38   
186.04   185.58   227.05   226.48   
185.70   185.86   227.31   226.40   
185.92   185.78   227.21   226.43   
186.08   185.83   226.97   226.35   
185.85   185.76   226.98   226.44   
185.96   185.98   226.79   226.19   
185.82   185.88   227.01   226.37   
185.97   185.68   226.65   226.60   
185.88   185.88   226.68   226.29   
186.00   185.28   226.73   226.62   
185.24   185.78   226.80   226.21   
186.10   185.59   227.01   226.40   
185.71   185.47   226.91   226.21   
185.95   185.52   227.03   226.20   
186.12   185.65   226.68   226.30   
186.09   185.60   226.84   226.62   
185.89   186.00   227.01   226.12   
185.67   185.68   226.89   226.04   
186.15   185.71   226.92   226.56   
184.73   185.92   226.92   226.47   
185.73   185.49   226.94   226.07   
186.02   185.93   226.92   226.20   
186.13   186.04   227.02   226.32   
185.62   185.67   227.39   226.28   
185.83   185.77   226.86   226.40   
186.25   185.69   227.27   226.31   
186.01   185.48   227.05   226.39   
185.84   185.99   227.18   226.22   
185.96   185.31   227.30   226.31   
185.62   185.63   227.25   226.61   
185.88   185.55   227.10   226.38   
185.93   185.43   227.09   226.64   
185.90   185.62   227.12   226.35   
185.75   185.72   226.63   226.64   
185.79   185.81   226.77   226.57   
185.76   185.46   227.14   226.17   
185.81   185.55   226.91   226.66   
186.00   184.73   227.04   226.49   
185.77   185.78   227.22   226.68   
185.89   185.61   227.23   226.50   
186.02   185.48   227.29   225.90   
185.73   185.84   226.96   226.26   
186.11   185.83   226.79   226.42   
185.98   185.68   226.89   226.25   
185.91   185.79   227.01   226.46   
185.94   185.66   226.95   226.41   
185.99   185.53   227.15   226.62   
185.94   185.53   227.03   226.22   
186.21   185.79   227.10   226.38   
186.32   185.78   226.64   226.25   
185.98   185.95   227.08   226.29   
185.99   185.84   227.02   226.20   
185.89   185.87   226.92   226.43   
185.77   186.02   226.98   226.36   
186.28   185.84   226.80   226.53   
186.22   185.68   227.09   226.59   
185.84   185.76   227.02   226.02   
185.93   185.57   226.62   226.12   
185.85   185.25   226.88   226.43   
185.62   185.48   227.25   226.38   
186.03   185.72   227.15   226.37   
