N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
162.05   162.04   198.72   198.47   
161.63   161.74   198.57   198.51   
162.34   162.46   198.78   198.67   
162.02   162.25   198.59   199.05   
162.18   162.08   198.80   198.75   
161.51   162.46   198.82   198.62   
161.69   162.12   198.99   198.80   
162.00   162.08   198.69   198.81   
162.51   162.16   198.89   198.83   
162.31   161.94   199.07   198.77   
162.02   162.24   199.03   198.73   
162.01   162.01   198.47   198.77   
162.37   161.45   198.81   198.57   
162.06   162.21   198.75   198.43   
162.17   161.88   199.21   198.44   
162.07   161.86   198.72   198.86   
162.41   162.06   198.58   198.83   
162.45   162.12   198.66   198.98   
161.88   162.42   198.82   198.46   
162.19   161.13   199.30   198.31   
162.22   161.61   199.34   198.27   
162.38   161.77   198.14   198.80   
162.81   161.87   199.33   199.08   
162.12   162.30   198.38   198.19   
162.28   161.36   198.61   198.81   
162.40   162.33   199.03   199.35   
162.27   161.42   199.01   199.05   
162.43   162.28   198.75   198.38   
162.42   161.93   198.58   198.47   
162.39   162.06   199.21   198.82   
162.56   162.35   199.19   198.73   
161.81   162.05   199.31   198.58   
162.50   162.23   199.26   198.43   
162.05   161.89   199.13   198.89   
162.64   162.07   199.17   198.87   
161.98   162.68   198.75   198.82   
162.47   162.22   199.22   198.77   
162.46   162.19   199.08   198.88   
162.39   162.63   199.41   198.44   
162.32   162.09   199.19   198.21   
163.03   162.26   199.36   198.17   
161.99   162.27   199.25   198.92   
162.57   161.90   199.06   198.31   
162.47   162.19   199.09   198.72   
162.67   162.29   199.46   198.41   
162.44   162.07   199.00   199.17   
161.95   161.59   199.39   198.78   
162.26   162.49   199.18   198.61   
162.39   161.73   199.06   198.73   
161.62   162.12   198.97   198.91   
162.32   161.77   199.08   198.76   
162.36   162.26   199.30   198.79   
162.43   162.17   199.35   199.37   
162.01   162.18   198.98   198.85   
162.08   162.32   198.86   199.32   
162.23   162.06   198.82   198.96   
162.47   162.54   199.30   198.35   
162.35   162.10   199.21   199.11   
162.22   162.08   198.89   198.23   
162.29   162.20   199.62   198.91   
162.23   161.66   199.31   198.92   
162.42   161.92   198.87   198.88   
162.47   162.10   199.21   199.17   
162.38   162.35   199.44   198.95   
162.10   162.09   199.23   198.61   
162.33   162.79   198.89   199.08   
162.39   162.17   198.57   198.65   
162.24   162.32   199.29   198.72   
162.37   161.88   198.68   199.26   
162.37   161.66   199.41   198.82   
162.00   161.44   198.83   198.73   
162.41   162.18   199.28   198.63   
162.53   162.47   199.48   198.34   
162.43   162.69   198.88   198.89   
162.29   162.26   199.25   198.78   
162.20   161.85   199.16   198.87   
162.59   162.11   198.83   198.62   
162.50   162.56   199.54   198.69   
162.53   162.39   198.96   198.79   
162.41   162.40   199.09   199.28   
162.28   162.01   199.37   198.37   
162.06   162.26   198.78   198.92   
162.65   162.52   199.13   198.78   
162.16   162.11   199.04   199.21   
162.40   162.00   198.58   199.02   
162.66   161.93   199.17   199.01   
162.53   161.11   199.18   198.60   
162.36   162.09   199.74   198.77   
162.47   162.07   199.45   198.77   
162.78   161.62   199.07   198.73   
162.60   162.28   199.07   198.42   
162.20   162.06   199.42   199.21   
162.44   162.19   199.11   198.90   
162.46   162.08   199.82   198.76   
162.28   162.30   199.00   198.82   
162.52   161.78   198.69   198.48   
162.51   161.72   199.51   198.83   
162.44   161.79   198.95   199.25   
161.59   162.37   199.02   198.67   
162.20   162.36   199.59   199.27   
