N=1073741824
GB=9.22
threads=56
Copy    Scale   Add     Triad
239.41   240.97   293.36   290.76   
241.46   240.45   293.92   290.66   
239.48   240.73   293.96   291.50   
242.12   240.83   293.99   291.15   
241.14   241.19   294.24   290.65   
241.76   241.14   293.87   291.04   
240.67   240.55   293.72   291.43   
240.73   240.41   293.74   291.19   
240.73   240.74   293.84   291.73   
241.80   240.32   294.16   291.04   
241.41   240.77   293.93   291.31   
241.03   240.82   293.86   291.03   
240.76   240.37   294.06   291.03   
241.26   240.11   294.20   291.28   
240.64   240.77   294.03   291.32   
241.33   240.93   293.81   291.00   
241.13   240.89   294.27   290.83   
240.15   240.56   293.93   290.98   
241.28   240.21   294.02   290.60   
240.66   240.69   293.52   290.13   
241.02   240.63   294.25   290.79   
241.77   241.32   294.29   291.16   
240.74   241.24   294.46   291.09   
240.86   240.35   294.09   290.82   
240.69   241.03   294.24   291.42   
241.67   240.92   294.30   291.56   
241.17   240.80   293.50   291.41   
241.56   240.83   293.64   290.68   
241.10   241.12   294.06   291.35   
241.55   241.07   293.55   291.36   
241.08   241.00   293.39   291.50   
241.60   241.15   294.03   291.77   
241.77   240.88   294.12   291.71   
241.43   240.84   294.64   291.81   
241.59   240.71   293.73   291.11   
241.17   240.62   294.45   291.40   
241.57   241.16   294.11   291.59   
241.47   240.61   294.29   291.32   
241.28   240.28   294.24   291.55   
241.14   241.03   294.13   291.30   
240.91   241.29   294.13   291.48   
241.77   241.18   293.38   291.41   
240.89   240.79   294.03   291.54   
241.29   240.66   293.43   291.63   
241.48   240.95   294.25   291.63   
240.89   240.85   294.12   291.20   
241.31   241.18   293.80   291.37   
241.00   240.72   293.97   290.92   
241.45   240.94   294.11   291.22   
240.95   241.15   293.71   290.98   
241.02   241.34   294.04   291.32   
240.40   241.30   294.23   290.66   
241.04   241.37   293.68   291.77   
241.25   240.94   294.44   291.43   
241.76   241.13   294.00   291.69   
241.69   241.18   294.25   291.19   
241.02   241.15   294.11   291.28   
241.52   241.10   294.50   291.19   
240.96   240.35   294.38   291.80   
241.30   241.24   294.14   291.56   
240.95   240.67   294.51   291.56   
241.33   240.91   294.45   291.18   
240.82   240.68   293.37   291.42   
240.89   241.57   294.36   291.85   
241.46   241.29   294.36   291.50   
241.35   241.14   294.42   291.22   
241.44   241.54   294.40   291.64   
241.79   240.40   293.82   291.34   
241.17   240.70   294.02   291.26   
241.67   241.21   294.32   291.69   
241.62   241.45   294.40   290.86   
240.70   240.68   294.26   291.13   
240.61   241.20   294.53   291.20   
241.75   240.45   294.38   291.31   
241.05   240.90   294.25   291.13   
240.89   240.61   293.87   291.35   
241.54   241.03   294.44   291.14   
241.68   241.04   294.22   291.48   
241.26   240.22   293.86   290.99   
241.06   241.11   294.86   291.00   
241.44   240.95   294.12   291.53   
241.75   241.05   293.46   291.24   
241.12   240.39   294.02   291.58   
240.72   240.04   294.18   291.43   
241.38   240.85   294.39   291.60   
241.11   241.05   294.25   291.77   
240.92   240.84   294.23   291.36   
240.99   240.52   293.88   291.47   
241.73   240.99   293.78   291.29   
241.19   241.10   293.96   291.29   
240.69   240.76   294.07   291.55   
241.45   240.65   294.43   291.61   
241.33   240.84   294.09   291.37   
241.52   240.59   293.98   291.01   
241.50   241.11   294.30   291.41   
241.62   241.14   293.90   290.65   
241.07   240.59   294.24   291.25   
241.15   241.07   294.23   291.41   
241.29   240.97   294.03   291.32   
241.37   240.92   294.65   291.82   
