N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
28.01   45.96   46.39   51.46   1.15   
48.38   47.73   64.92   51.66   2.07   
48.44   48.16   61.86   49.77   2.04   
46.67   47.82   63.90   50.05   1.98   
47.95   48.11   63.61   51.53   2.02   
48.37   48.11   63.80   51.78   2.05   
48.25   48.12   64.69   51.59   2.05   
48.80   48.13   64.12   51.94   2.09   
48.96   48.32   63.41   52.29   3.18   
37.67   48.18   64.29   51.85   1.61   
49.03   48.49   64.24   52.31   2.11   
49.21   47.20   50.63   48.50   2.31   
44.43   46.07   55.13   45.33   1.99   
47.22   42.54   54.89   48.18   2.05   
46.52   45.99   59.78   50.42   2.00   
48.40   47.16   57.83   47.71   2.05   
48.27   48.50   62.93   52.20   2.10   
48.96   48.62   63.37   52.05   2.06   
48.93   47.13   64.19   51.34   2.05   
48.80   47.85   65.00   51.85   2.10   
48.06   48.24   60.18   51.66   2.15   
48.93   47.56   58.88   51.18   2.13   
48.65   48.05   63.78   50.41   2.10   
47.56   48.35   57.42   49.07   2.04   
47.31   48.39   64.07   52.15   2.02   
49.01   48.02   63.46   52.29   2.09   
49.25   47.32   59.39   50.80   2.10   
48.29   48.18   58.72   50.48   2.06   
48.37   48.53   64.97   51.83   2.05   
46.77   43.22   59.99   47.17   2.01   
48.93   48.00   64.28   52.07   2.06   
48.65   48.59   63.22   50.85   2.06   
47.89   48.65   62.93   51.43   2.02   
48.60   48.41   65.36   52.15   2.07   
49.19   47.25   65.02   51.95   2.10   
49.02   48.26   64.21   52.21   2.07   
48.69   47.65   63.66   51.86   2.05   
48.09   47.39   63.16   52.01   2.04   
48.43   48.21   63.69   52.04   2.06   
48.95   48.27   64.76   51.86   2.09   
49.07   48.21   65.36   51.58   2.07   
48.97   48.08   63.90   52.33   2.08   
48.10   48.60   63.49   52.31   2.04   
48.76   48.44   63.22   51.85   2.07   
48.96   48.51   63.47   52.04   2.07   
48.72   48.00   65.42   51.63   2.06   
48.71   47.62   65.02   51.98   2.07   
48.57   48.50   63.84   52.49   2.07   
48.68   48.45   63.46   52.40   2.08   
48.90   48.37   63.57   50.18   2.09   
46.53   48.63   55.61   50.17   1.91   
48.46   48.38   65.40   51.69   1.98   
49.01   48.45   64.64   52.01   2.03   
49.15   48.32   63.54   52.52   2.01   
49.00   47.89   64.22   51.31   2.06   
48.70   47.99   64.20   51.59   2.05   
48.15   48.88   63.98   51.88   2.03   
47.68   48.51   64.38   52.23   2.04   
49.20   48.25   64.74   52.04   2.11   
49.19   47.80   64.24   52.21   2.08   
48.57   48.29   64.02   51.84   2.04   
48.31   48.75   63.95   51.88   2.04   
47.86   47.68   62.73   52.24   2.04   
48.88   48.25   64.72   52.02   2.08   
49.14   47.77   65.23   51.68   2.07   
48.98   47.96   63.75   52.11   2.07   
47.96   48.62   63.41   52.24   2.02   
48.37   48.68   63.34   52.25   2.07   
48.68   48.56   63.95   52.18   2.07   
48.88   47.98   65.40   51.37   2.07   
48.66   47.89   65.06   52.03   2.05   
48.12   48.50   64.36   51.87   2.04   
49.14   48.40   62.96   52.62   2.10   
48.86   48.60   63.69   52.17   2.07   
48.84   47.99   64.20   51.57   2.05   
48.80   48.15   63.91   52.05   2.07   
48.72   48.50   65.06   52.10   2.06   
45.85   46.74   64.27   49.95   1.97   
48.50   47.89   63.27   52.00   1.97   
48.69   48.50   63.97   51.74   1.97   
48.03   48.50   64.04   51.43   1.95   
48.37   48.53   64.78   51.76   1.98   
47.96   48.18   64.62   52.00   1.95   
49.26   48.35   65.31   51.97   2.03   
49.37   47.75   64.10   52.07   2.01   
48.76   48.27   63.92   51.89   1.98   
47.99   48.84   63.91   51.79   1.95   
48.35   48.80   63.29   51.87   1.99   
48.93   48.32   64.03   51.97   2.01   
49.20   47.90   65.25   52.31   2.15   
48.43   47.72   59.12   51.73   2.07   
48.02   48.22   63.04   52.16   1.98   
47.98   48.90   63.12   51.89   2.05   
48.74   48.30   56.15   49.02   2.08   
47.14   46.48   64.10   51.68   2.00   
48.37   48.44   63.85   51.97   1.98   
48.90   47.96   63.08   51.81   2.08   
46.80   46.47   63.26   51.31   1.90   
48.90   47.83   63.56   51.82   2.05   
48.63   47.98   65.06   51.96   2.05   
