N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
30.06   47.86   48.77   51.67   1.25   
48.41   47.89   62.43   51.16   1.98   
48.32   47.79   62.63   51.09   1.97   
48.59   48.31   63.06   50.95   1.98   
48.01   47.75   63.66   51.31   1.98   
48.69   48.14   63.86   50.96   2.00   
48.65   47.62   62.89   51.63   2.02   
48.40   48.23   62.42   51.40   1.97   
47.80   48.25   63.11   50.74   1.93   
48.29   48.22   62.18   50.61   1.99   
48.19   48.11   63.21   50.95   1.97   
48.50   47.85   63.58   51.35   2.01   
46.10   47.45   61.10   47.77   1.88   
46.89   44.88   61.13   49.62   1.97   
46.81   48.08   60.21   51.03   2.06   
47.95   47.66   59.04   51.96   2.07   
47.64   46.50   62.68   49.09   1.94   
47.09   45.56   61.68   49.90   2.00   
48.34   47.83   63.68   48.13   2.22   
45.49   46.02   57.76   48.68   1.99   
47.17   46.04   60.02   48.25   1.97   
44.73   47.90   55.97   49.81   1.96   
45.94   46.42   52.00   49.17   2.00   
48.29   45.05   62.03   47.62   2.06   
45.29   47.44   57.35   51.13   2.04   
48.63   48.06   62.30   52.13   2.00   
48.44   48.02   62.24   49.81   1.99   
48.44   46.51   62.84   48.72   1.97   
46.39   47.85   62.48   50.22   1.94   
47.12   41.34   56.50   50.07   1.99   
47.72   46.28   62.93   51.37   1.98   
48.60   48.21   63.37   51.30   1.97   
48.35   48.08   64.28   51.03   1.97   
48.56   47.98   63.98   51.28   1.99   
48.15   48.09   62.79   51.60   1.98   
48.27   47.98   62.60   51.43   1.99   
48.77   48.02   62.63   51.26   2.00   
48.35   48.15   62.93   50.13   1.97   
48.28   47.82   52.22   48.94   2.04   
48.50   42.32   57.44   48.08   2.04   
45.68   47.79   58.06   48.23   1.93   
46.81   45.42   59.43   48.29   2.06   
44.58   45.65   55.70   50.08   1.88   
48.06   38.54   52.13   46.64   2.10   
47.09   44.59   53.30   48.46   1.97   
45.86   47.28   57.04   49.25   1.98   
46.69   46.62   57.17   48.66   2.16   
45.69   44.58   55.54   46.36   2.00   
45.03   45.86   54.72   48.80   1.88   
46.85   46.11   59.17   50.20   1.96   
47.86   48.55   51.89   51.62   2.23   
45.73   47.56   64.38   51.33   1.89   
48.92   47.28   64.14   51.25   2.00   
48.24   48.28   63.34   51.67   1.98   
48.12   48.54   62.80   51.45   1.98   
48.72   48.50   62.99   51.51   1.98   
48.70   48.57   62.80   51.01   1.99   
48.49   47.76   63.56   51.04   2.01   
48.45   47.45   63.64   50.74   1.98   
47.75   47.75   61.81   49.40   1.97   
47.42   47.93   61.10   50.87   1.93   
47.73   47.76   56.07   51.27   1.96   
46.61   45.44   55.62   46.86   1.96   
48.25   46.85   56.74   49.49   2.04   
44.79   42.88   49.71   46.69   2.04   
48.93   45.33   55.16   45.44   2.05   
42.85   46.28   55.45   50.68   1.92   
48.40   44.31   58.61   47.86   2.00   
47.38   48.02   62.63   51.03   1.98   
48.25   48.68   63.09   51.41   1.97   
48.71   47.77   64.71   51.02   1.99   
49.08   47.65   64.45   50.98   2.00   
48.70   47.52   54.19   49.98   1.98   
48.18   47.96   62.78   51.46   1.97   
48.78   48.05   63.09   51.48   1.99   
48.47   48.06   63.47   51.62   1.97   
48.02   48.32   64.71   51.42   1.98   
46.77   47.59   55.43   50.83   2.08   
48.43   45.22   58.07   51.40   1.97   
48.78   48.41   63.23   51.12   1.99   
48.55   48.32   64.14   51.67   1.98   
47.89   47.72   62.19   51.18   2.07   
48.81   48.24   63.27   52.18   1.99   
48.80   48.50   62.88   51.39   2.08   
47.22   48.30   56.15   50.61   1.99   
45.27   47.09   59.31   50.45   2.04   
49.06   47.99   63.37   52.08   2.10   
48.97   48.25   63.29   51.10   2.05   
48.11   47.27   58.00   51.16   2.00   
48.51   47.66   58.57   51.42   1.98   
45.43   44.41   60.04   49.93   2.00   
44.15   46.14   51.40   45.33   2.03   
45.70   42.75   57.42   48.24   1.96   
47.39   43.68   58.47   48.07   1.96   
48.40   45.65   61.86   50.83   1.98   
48.09   48.15   63.44   50.52   1.99   
46.56   47.30   63.93   49.82   1.97   
48.95   46.70   63.37   50.52   1.99   
47.49   47.39   63.54   51.04   2.00   
47.85   48.27   63.23   51.07   2.02   
