N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
29.40   47.68   49.61   51.69   1.32   
48.06   46.54   55.34   51.02   1.96   
47.62   48.65   61.82   48.98   2.00   
48.22   45.47   63.33   50.44   1.99   
47.36   48.30   59.70   52.02   1.94   
47.14   47.56   51.39   48.33   1.95   
48.69   46.76   53.51   46.02   2.08   
48.37   44.92   59.39   49.24   2.15   
46.45   47.58   56.70   50.42   1.96   
47.27   47.63   58.20   51.06   2.02   
48.43   48.59   65.29   52.27   1.99   
49.52   48.15   65.91   52.00   2.01   
49.32   48.03   65.43   52.05   2.01   
48.68   48.82   64.33   52.71   1.99   
48.50   49.09   64.02   52.64   1.98   
48.99   48.91   63.78   52.43   2.00   
49.11   48.66   64.41   52.34   2.08   
45.11   48.28   57.73   50.70   1.92   
49.32   46.98   39.74   49.90   2.18   
48.07   47.25   55.30   49.36   1.99   
47.10   47.07   61.82   51.53   1.97   
48.34   46.73   64.05   52.76   2.05   
46.19   47.24   63.58   51.05   1.88   
46.93   47.35   58.95   50.46   1.99   
47.00   46.89   58.34   50.82   2.00   
48.24   45.85   59.89   52.61   2.03   
48.34   47.46   63.02   50.17   2.06   
47.43   47.41   59.17   51.07   1.97   
47.00   47.45   62.00   50.63   1.96   
47.98   47.24   62.34   48.81   2.00   
46.21   47.65   63.80   50.30   1.92   
48.62   47.82   64.41   50.33   2.07   
45.25   48.34   56.15   50.80   1.90   
46.59   48.50   64.05   51.65   1.95   
49.26   48.13   63.54   52.55   2.03   
48.82   48.08   64.29   52.21   1.99   
48.81   48.47   64.38   52.07   1.97   
48.97   48.28   64.15   51.95   1.99   
48.65   49.02   62.91   52.33   1.99   
48.68   48.74   64.38   52.37   2.02   
49.34   48.56   64.48   52.20   2.04   
49.48   47.69   64.22   52.12   2.01   
49.11   48.34   64.33   52.22   2.00   
48.38   48.86   64.53   50.92   2.02   
48.22   46.77   63.48   49.57   2.13   
44.72   46.67   57.63   51.45   2.00   
49.17   47.13   63.85   51.49   2.14   
47.61   48.91   64.05   52.16   1.99   
48.63   47.83   62.24   51.52   2.05   
46.46   48.09   54.35   49.29   1.95   
48.75   48.25   65.90   50.96   2.08   
48.87   45.19   59.48   51.94   2.07   
47.49   49.00   60.45   50.80   1.99   
46.96   47.49   61.04   49.78   2.02   
47.00   47.66   65.20   50.87   1.92   
48.05   47.72   60.38   52.50   2.01   
48.15   48.75   63.73   52.90   2.05   
48.82   48.74   63.90   51.53   2.02   
47.14   47.38   59.28   49.51   2.05   
45.38   46.53   58.81   47.73   2.02   
45.99   45.40   61.97   51.79   1.89   
48.70   48.21   64.48   51.94   1.98   
49.46   48.75   65.40   52.56   2.05   
49.19   47.20   64.97   52.49   2.02   
47.73   47.51   64.64   52.43   1.94   
48.70   49.02   65.22   52.63   1.98   
48.90   48.75   65.45   52.04   2.00   
48.75   47.04   65.27   51.58   1.98   
48.45   48.56   65.11   52.38   2.01   
48.97   48.60   64.64   52.66   2.01   
49.02   48.49   64.40   52.64   1.99   
49.29   49.03   65.00   53.09   2.01   
49.52   49.06   65.42   52.89   2.03   
48.74   48.91   65.99   52.33   1.98   
49.24   48.57   65.66   52.51   1.99   
49.26   48.35   65.61   52.54   2.00   
49.00   49.03   65.29   52.68   1.99   
49.37   49.19   64.43   53.12   2.02   
49.38   48.54   65.01   52.82   2.02   
49.47   48.96   65.72   52.53   2.00   
49.26   48.24   66.00   52.60   1.99   
49.32   48.12   65.59   52.60   2.00   
48.75   49.20   65.77   52.54   1.97   
49.37   49.21   65.17   53.00   2.03   
49.07   48.91   64.83   52.82   2.00   
49.43   48.44   65.15   52.76   2.03   
49.31   48.74   65.75   53.03   2.00   
49.24   49.16   65.18   51.74   1.99   
48.25   49.16   65.86   52.51   1.96   
49.16   49.14   65.07   52.71   2.01   
49.58   48.86   65.20   52.75   2.02   
49.55   48.92   65.09   52.85   2.02   
49.52   48.34   65.81   52.46   2.00   
49.25   48.38   65.83   52.84   1.99   
48.63   49.01   65.88   52.37   1.97   
48.88   48.81   65.41   53.07   1.98   
48.75   49.07   65.97   52.86   1.98   
49.30   48.81   65.88   53.01   2.02   
49.38   48.71   65.50   52.06   1.99   
49.32   48.47   65.90   52.89   1.99   
