N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
119.41   123.63   118.99   120.43   1.93   
121.95   125.30   122.33   119.82   1.99   
124.32   123.54   119.88   119.06   1.99   
126.26   131.15   120.43   123.14   2.00   
128.61   126.57   122.76   121.53   2.02   
128.63   126.17   122.02   120.54   2.03   
128.83   126.79   120.43   122.63   2.02   
128.51   125.09   122.64   122.33   2.01   
129.55   129.98   121.82   120.48   2.06   
127.70   126.17   122.21   121.69   1.98   
126.79   130.08   121.96   119.51   2.03   
128.41   128.61   120.84   120.84   2.02   
125.58   129.25   122.00   121.53   1.98   
128.41   123.16   121.82   122.21   2.03   
125.48   127.39   122.45   120.73   1.95   
127.39   129.45   122.51   122.58   2.00   
129.03   127.80   122.33   122.19   2.01   
127.08   124.90   122.27   122.39   1.99   
129.23   127.00   120.90   124.03   2.02   
129.23   126.79   122.08   120.84   2.06   
127.80   125.98   121.90   122.31   1.90   
127.61   130.18   122.02   120.66   2.00   
127.20   125.48   119.94   120.84   2.01   
135.82   125.79   120.73   121.57   2.21   
127.78   127.90   122.08   120.31   2.01   
125.30   134.11   122.64   120.90   2.00   
128.41   126.38   122.08   121.65   2.03   
126.76   126.60   126.97   121.09   2.03   
127.70   128.81   122.64   120.54   2.02   
128.00   128.81   120.48   118.93   2.01   
127.58   126.48   122.76   121.15   1.99   
128.63   128.61   120.12   124.68   2.00   
129.03   130.94   119.04   120.24   2.01   
128.00   126.57   120.43   122.08   1.87   
130.61   127.70   122.19   121.71   2.05   
128.51   125.88   122.13   122.45   2.00   
131.35   127.49   122.96   119.82   2.06   
125.30   128.81   122.64   120.79   1.97   
128.12   134.46   120.79   119.88   2.02   
128.61   126.38   123.51   119.28   2.00   
126.60   124.99   129.80   122.45   2.01   
126.07   127.29   120.90   121.82   2.00   
127.39   128.41   123.71   120.84   2.01   
125.88   124.60   120.73   121.03   1.98   
125.60   128.41   121.02   126.13   1.97   
125.88   128.73   122.19   120.30   2.01   
128.00   127.17   121.96   121.88   1.87   
131.05   127.90   122.51   121.59   2.05   
127.80   126.67   121.65   120.43   2.04   
136.54   126.98   119.88   118.46   2.17   
127.90   128.51   122.39   121.63   2.00   
125.88   134.81   121.94   120.79   1.98   
124.92   129.96   122.08   122.64   1.99   
128.61   131.15   122.39   120.43   2.05   
127.10   127.08   121.34   120.12   2.02   
126.07   128.00   119.69   122.52   2.01   
125.88   125.48   121.88   122.13   1.94   
127.80   126.29   122.13   125.66   2.04   
126.19   128.61   121.28   120.66   1.99   
128.51   127.49   123.26   121.03   1.94   
124.32   123.84   119.77   120.79   1.97   
126.98   126.88   121.53   119.28   1.98   
132.55   128.41   120.73   120.96   2.06   
125.18   127.39   123.85   120.90   1.99   
126.48   132.89   122.76   120.66   1.95   
129.03   128.83   120.73   121.32   2.12   
128.91   128.02   125.52   121.46   2.02   
127.49   128.41   121.46   121.34   2.04   
128.09   127.39   122.64   122.82   2.07   
128.09   124.99   121.82   121.34   2.03   
127.61   125.88   122.02   128.63   2.00   
122.13   125.79   120.24   121.65   1.91   
128.09   129.78   120.79   120.97   2.01   
129.55   127.39   122.57   121.57   2.06   
127.90   130.08   122.90   120.84   2.00   
130.61   126.79   122.33   120.66   2.09   
121.84   127.20   120.24   120.12   1.93   
126.48   132.23   122.08   123.33   1.99   
127.90   126.07   123.02   120.01   2.01   
126.38   125.88   123.33   120.96   2.00   
127.29   127.08   123.97   121.71   1.99   
128.29   126.10   119.81   121.03   2.10   
124.81   125.79   121.77   121.71   1.95   
126.19   128.19   122.46   125.25   1.97   
127.29   128.09   121.15   121.71   2.02   
127.49   127.80   121.46   120.84   2.03   
123.45   127.39   123.27   119.75   1.96   
126.69   126.69   121.63   122.27   2.03   
129.75   130.08   121.53   121.02   2.05   
126.67   130.71   121.77   121.96   2.02   
127.49   127.58   121.09   122.21   2.02   
129.03   123.63   122.96   121.88   2.07   
126.69   128.19   122.21   119.28   2.00   
129.75   127.39   121.84   121.57   2.06   
129.68   128.71   131.16   121.94   2.04   
125.30   126.98   120.90   122.70   1.98   
130.71   127.61   120.48   122.00   2.06   
127.80   130.92   121.21   120.61   2.05   
125.09   125.20   120.18   123.97   1.99   
128.83   125.88   121.88   120.18   2.02   
