N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
104.84   113.72   107.15   108.80   1.55   
133.44   131.79   124.55   127.92   2.06   
131.48   138.17   126.11   126.11   2.03   
133.34   137.57   128.96   108.45   2.37   
112.67   112.92   109.38   109.30   2.03   
113.40   111.81   124.94   109.19   2.03   
113.96   113.40   108.39   108.85   2.06   
113.71   112.75   127.33   107.82   2.00   
112.77   112.20   108.07   107.33   2.00   
112.45   113.32   109.58   107.04   1.78   
109.89   120.85   105.31   107.24   1.59   
136.62   128.41   107.34   124.29   2.45   
108.26   102.90   117.87   100.04   1.92   
135.60   118.25   115.77   120.84   2.44   
129.33   106.03   103.28   122.51   1.89   
112.13   115.68   123.20   106.30   2.08   
123.27   127.78   104.67   106.57   2.20   
113.15   131.25   106.76   119.82   2.04   
108.85   133.55   107.48   114.34   1.97   
114.77   137.32   118.18   119.75   1.75   
117.04   98.16   117.42   122.33   1.90   
134.68   123.66   122.25   117.08   2.21   
133.66   124.32   114.51   120.05   2.22   
131.46   126.29   119.04   123.02   1.99   
123.07   122.51   121.03   121.90   1.84   
125.58   132.89   125.47   123.08   1.93   
130.92   124.81   117.82   121.53   1.99   
127.39   131.35   121.52   119.82   2.18   
122.51   133.44   124.21   118.53   2.19   
122.89   139.75   109.24   128.54   1.96   
113.57   113.71   110.04   108.36   2.00   
113.32   113.78   109.19   107.92   1.68   
112.43   111.81   131.52   109.08   1.60   
113.63   110.89   107.92   103.94   1.68   
112.20   113.23   108.70   109.64   2.01   
111.03   109.96   108.51   108.99   1.97   
114.52   119.77   110.39   109.39   2.03   
114.13   112.43   130.16   111.67   2.00   
113.80   112.60   108.34   107.48   2.01   
110.20   114.03   110.24   117.25   1.98   
113.00   112.13   109.24   106.57   2.00   
112.92   113.47   130.51   118.11   2.02   
112.77   113.23   109.79   107.96   2.02   
111.74   110.81   108.39   108.94   2.00   
113.00   113.40   108.65   107.92   1.98   
140.34   112.28   109.10   127.66   2.46   
114.60   114.36   107.15   108.01   2.06   
113.32   135.49   108.15   128.35   2.04   
112.20   114.44   108.85   123.26   1.70   
114.05   112.98   108.60   123.97   2.04   
112.28   114.44   108.16   108.80   1.97   
137.94   113.63   126.18   124.75   2.49   
135.93   114.03   107.78   106.48   2.42   
111.57   110.96   109.74   130.38   1.98   
114.13   114.52   129.74   108.50   2.16   
108.10   109.98   106.52   108.59   1.94   
113.40   116.19   104.35   107.29   1.98   
110.20   110.72   115.00   107.92   2.01   
143.24   113.23   108.94   108.07   2.59   
113.98   112.83   121.09   109.54   2.02   
111.98   112.75   129.80   108.54   1.96   
112.75   113.47   120.79   107.87   2.02   
111.57   112.92   109.83   106.02   2.00   
112.28   141.85   124.35   108.40   1.98   
114.03   113.47   109.10   108.34   2.03   
115.53   113.55   126.92   108.21   2.07   
113.40   106.45   108.50   128.63   1.67   
139.26   137.10   126.45   127.39   2.06   
139.00   137.35   127.39   125.58   2.04   
136.51   136.18   128.63   127.12   1.99   
135.14   136.04   128.48   123.77   2.29   
110.43   130.82   122.64   121.77   1.78   
111.96   110.80   114.51   108.60   2.02   
110.41   112.13   109.14   107.63   1.59   
113.32   114.03   108.07   108.10   1.98   
115.11   113.80   109.69   109.58   2.07   
113.00   114.03   109.14   108.40   2.03   
113.24   113.47   109.49   114.44   2.00   
108.40   114.70   130.01   108.60   1.92   
112.20   140.99   108.50   115.11   2.00   
112.52   141.85   109.19   109.33   1.97   
112.52   114.03   107.24   118.05   2.01   
113.47   111.25   109.10   107.72   2.05   
111.42   113.65   109.88   122.08   1.99   
114.03   112.92   109.49   108.70   2.05   
112.67   137.57   109.89   123.71   2.02   
113.57   112.20   110.09   108.54   2.06   
113.17   114.03   110.09   126.53   2.02   
112.35   113.17   110.09   108.40   1.98   
139.03   111.42   109.88   129.45   2.49   
112.03   113.55   109.39   108.40   1.97   
112.43   113.15   111.38   109.68   2.00   
115.03   112.35   127.66   107.86   2.04   
113.40   112.11   132.09   108.26   2.00   
111.35   114.62   109.88   109.14   1.99   
110.58   113.07   116.49   109.25   1.97   
115.03   113.63   109.05   108.84   2.03   
112.52   113.32   121.57   107.39   1.97   
113.96   112.92   107.48   108.30   2.03   
112.13   112.60   127.24   108.56   1.96   
