N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
105.97   116.87   105.35   104.72   1.87   
116.71   112.58   106.53   103.40   2.06   
115.19   117.06   104.89   104.76   2.03   
118.09   113.80   106.52   103.53   2.09   
115.35   115.78   103.57   104.13   2.06   
116.53   114.70   106.43   102.30   2.03   
115.61   116.87   105.16   104.80   2.05   
117.57   117.14   105.03   104.02   2.05   
113.15   115.21   107.52   103.36   1.95   
114.38   115.92   103.91   103.94   2.01   
117.82   114.77   106.82   103.71   2.04   
116.03   116.96   103.54   104.70   2.05   
118.44   113.38   106.62   103.54   2.04   
115.27   117.06   103.85   103.94   2.04   
117.22   112.75   106.01   102.52   2.01   
114.03   113.40   105.40   104.57   2.02   
118.00   113.96   105.59   103.40   2.04   
113.55   113.57   104.98   104.76   2.01   
118.69   113.88   104.49   102.78   2.07   
112.75   116.71   105.12   105.03   2.01   
115.53   114.21   108.15   103.58   1.98   
113.30   113.80   107.19   103.22   1.97   
114.70   116.69   104.72   105.03   2.07   
115.92   113.17   105.54   102.60   2.01   
114.62   117.06   103.53   103.72   2.03   
117.38   114.13   106.29   103.14   2.02   
114.93   113.96   107.48   102.44   2.00   
114.62   117.30   105.08   104.67   2.03   
117.04   113.07   105.77   102.61   2.02   
115.19   114.77   107.58   103.81   1.98   
115.27   117.38   103.91   104.85   2.03   
118.17   113.15   106.57   103.40   2.05   
115.94   113.55   106.62   102.34   2.01   
114.54   116.61   104.30   105.22   2.04   
117.57   114.77   106.01   103.58   2.03   
114.29   117.06   104.85   104.85   2.01   
117.82   111.20   106.61   103.14   2.02   
114.13   113.71   106.95   101.92   2.03   
112.28   115.11   107.58   103.89   1.93   
115.35   116.87   104.30   104.85   2.06   
115.53   113.07   106.52   103.72   2.01   
115.61   116.29   105.31   104.89   2.07   
117.92   113.07   105.35   103.05   2.02   
114.29   116.98   105.31   104.66   2.06   
117.65   112.75   106.67   103.67   2.04   
115.03   112.03   107.87   102.61   1.99   
115.27   117.41   104.66   104.35   2.04   
116.61   116.53   104.08   103.68   2.05   
118.09   114.03   106.58   103.53   2.03   
115.37   116.96   104.95   103.63   2.05   
116.53   116.37   105.18   104.48   2.05   
116.21   114.52   105.73   102.74   2.00   
113.57   113.71   107.15   103.58   1.96   
115.27   117.22   103.98   104.67   2.02   
117.82   116.37   105.13   104.66   2.11   
117.71   111.13   106.57   103.45   2.04   
115.29   117.38   104.66   104.17   2.04   
116.53   111.98   106.52   103.04   2.00   
114.87   117.55   105.22   104.67   2.04   
112.35   113.55   106.71   103.63   1.93   
115.27   117.38   104.95   103.45   2.05   
116.45   114.54   105.35   102.96   2.01   
115.11   113.23   105.49   104.39   2.10   
117.41   113.96   106.71   103.27   2.02   
114.52   116.03   105.36   103.85   2.02   
116.63   114.36   106.61   103.46   2.28   
111.72   115.86   91.75   95.16   2.00   
118.00   113.88   105.40   98.49   2.12   
115.84   115.37   106.20   101.74   2.01   
115.35   117.14   105.03   104.76   2.03   
117.82   114.03   104.90   102.82   2.03   
114.13   116.11   104.99   104.76   2.02   
117.73   110.34   107.19   103.54   2.03   
114.44   116.87   104.99   104.80   2.02   
118.09   111.03   106.33   103.54   2.03   
114.54   115.76   104.26   104.22   2.03   
114.36   113.32   106.38   103.36   1.96   
114.87   116.37   108.31   105.22   2.03   
116.03   113.47   106.38   103.58   2.01   
114.60   117.06   105.08   104.62   2.07   
117.57   112.83   105.73   102.52   2.04   
115.53   116.53   105.03   103.71   2.04   
116.13   117.12   104.86   104.66   2.06   
117.90   114.36   106.43   101.43   2.03   
115.19   117.65   104.95   104.57   2.04   
116.37   111.96   105.45   101.31   2.01   
114.44   116.71   104.99   104.85   2.03   
117.22   115.94   103.81   104.80   2.07   
118.09   114.11   106.43   103.32   2.02   
114.93   113.00   104.62   104.13   2.05   
117.04   113.32   104.70   105.59   2.07   
118.17   114.60   106.06   104.25   2.04   
116.37   114.36   107.43   103.27   2.00   
115.03   111.81   107.33   103.40   1.98   
115.19   116.53   103.89   104.03   2.04   
113.15   115.03   107.05   103.31   1.95   
115.19   116.87   104.99   105.12   2.03   
115.43   114.13   106.57   103.54   1.98   
115.19   115.61   105.16   104.49   2.10   
118.17   113.47   105.68   102.82   2.06   
