N               10000000
GB required     0.24
Threads         10
Copy    Scale   Add     Triad
79.60   82.69   76.82   100.80   1.68   
94.73   94.07   123.08   102.34   2.00   
94.72   94.12   120.84   100.54   1.97   
94.33   95.41   123.27   103.32   2.00   
94.95   95.42   122.82   102.65   1.97   
95.69   93.35   122.02   103.53   2.09   
94.28   95.41   123.39   103.63   1.98   
96.43   94.35   122.25   103.28   2.02   
96.05   94.17   120.47   103.01   2.03   
95.01   94.11   123.91   101.96   1.98   
95.35   95.35   124.41   101.39   1.98   
96.32   93.08   120.07   103.28   2.00   
94.12   94.23   123.51   103.32   1.99   
96.09   92.06   121.90   100.46   2.02   
96.16   93.62   121.82   103.14   2.03   
95.98   92.22   122.25   102.79   1.99   
95.00   95.19   122.82   102.56   1.97   
94.56   94.29   121.63   103.58   2.00   
94.91   95.41   121.71   101.52   2.06   
93.62   93.95   123.59   103.45   2.06   
94.00   93.41   123.89   103.22   2.05   
94.73   94.06   123.02   103.49   2.07   
93.57   94.35   123.95   103.40   2.05   
94.95   94.07   122.13   103.89   2.07   
96.10   94.61   123.39   102.92   2.08   
96.21   96.45   121.71   101.77   2.04   
94.79   93.85   121.15   101.01   1.99   
96.10   93.62   119.88   103.89   2.04   
96.50   92.01   121.82   103.18   2.00   
95.75   93.62   121.03   101.82   2.03   
95.92   94.51   123.57   102.22   2.00   
93.28   93.96   121.82   104.16   1.99   
94.63   94.12   122.45   100.71   2.07   
96.21   93.30   122.76   103.81   2.03   
94.72   94.23   120.79   103.05   2.05   
96.05   94.84   118.76   102.91   2.09   
96.09   94.85   122.39   102.64   2.09   
95.87   94.84   121.71   101.01   2.09   
93.62   94.12   122.08   103.27   1.94   
94.23   93.85   123.02   100.93   2.00   
94.91   94.39   123.59   101.69   1.99   
95.01   94.28   121.96   100.62   2.00   
96.27   92.22   123.51   103.46   2.11   
94.79   94.39   119.71   103.81   2.07   
96.27   93.47   123.45   103.45   2.04   
95.01   92.69   122.76   103.63   2.00   
96.34   93.35   123.89   101.96   2.01   
96.91   93.40   123.39   102.48   2.01   
94.56   95.41   120.92   101.39   2.06   
95.18   94.12   123.59   103.40   2.11   
95.01   94.00   119.71   103.09   2.00   
96.45   93.78   121.65   103.63   2.11   
95.01   95.23   123.14   102.39   2.06   
95.92   94.29   123.39   100.79   2.11   
93.62   94.28   123.79   102.74   1.97   
94.91   94.33   123.79   102.43   2.02   
95.12   94.40   122.70   90.97   2.08   
88.21   84.25   102.08   102.74   1.85   
96.27   94.84   121.77   98.08   2.12   
96.10   93.95   122.02   102.64   2.09   
94.07   94.95   119.82   102.00   2.04   
93.62   95.28   122.08   102.48   1.94   
94.63   94.00   122.08   103.67   2.07   
95.12   94.17   122.19   103.05   2.00   
94.95   94.17   122.90   102.47   2.09   
95.92   95.07   124.68   104.25   2.03   
96.10   94.39   119.82   103.77   2.16   
94.63   92.49   120.24   102.91   1.99   
96.16   95.41   121.71   102.70   2.09   
96.34   96.21   123.00   102.65   2.02   
95.98   94.61   121.52   102.83   2.09   
96.16   95.98   122.90   102.17   2.08   
96.05   95.98   122.39   100.71   2.09   
95.12   93.85   119.64   103.76   2.08   
95.00   92.65   122.57   103.36   2.08   
93.68   92.65   120.96   102.83   1.97   
94.73   95.01   123.20   102.44   1.99   
93.83   95.53   122.76   103.18   2.05   
95.00   94.17   123.71   101.27   1.97   
94.45   94.28   121.59   102.70   2.07   
95.92   96.14   120.25   102.60   2.09   
93.25   93.23   122.02   100.08   2.04   
95.01   93.23   123.85   102.64   2.00   
95.98   93.74   122.82   103.28   2.04   
95.30   92.27   121.77   103.57   2.07   
95.69   95.12   121.52   102.82   2.11   
96.27   94.79   122.25   102.70   2.09   
95.92   93.51   123.27   101.18   2.09   
94.89   92.49   122.90   102.26   2.06   
94.51   95.41   117.58   103.77   1.97   
95.98   94.11   123.53   102.52   1.98   
94.23   95.41   122.90   102.04   2.05   
96.10   94.61   120.60   102.61   2.10   
96.45   95.35   123.65   102.17   2.05   
93.68   94.40   123.83   101.10   2.04   
93.08   94.07   123.39   101.69   2.03   
96.16   92.86   119.47   103.98   2.10   
94.85   95.57   122.52   100.93   2.07   
93.30   92.86   123.53   102.17   2.03   
96.49   93.57   122.45   103.91   2.10   
